customer_id,for_month,mrr,last_yr,last_mrr,mobile_experiments_started,experiments_started,allocation,utilization,tickets_created,impressions,impression_revenue,knowledge_base_views,logins,sig_exp_90,brand_ops,running_experiment_days,vertical,segment,country,region,number_of_employees,traffic,annual_revenue,account_potential_score,ae,csm,partner_flag,first_month,last_month,final_row,churn?,days_overdue,collaborators_added,billing_period,age,contract_start_date,retention,churn_dollars,
966001,12/1/2013,0,12/1/2012,4333,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,1/31/2011,12/31/2013,TRUE,Churned,,1,,,,0,-4333,0
996019,8/1/2013,4000,,,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,7/31/2013,8/31/2013,TRUE,Churned,,1,,,,,,
1297002,12/1/2016,1687,12/1/2015,1755,0,0,0,0,0,0,0,0,60,no,,0,Agency/Professional Services,Enterprise,Germany,EMEA,67,"1,000,000","13,179,000",3,1,,no,11/30/2011,12/31/2016,TRUE,Active,0,33,,0,12/19/2015,1,-68,
1475007,4/1/2013,2400,,,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,9/30/2012,4/30/2013,TRUE,Churned,,1,,,,,,
1855068,12/1/2016,399,12/1/2015,399,0,0,0,0,0,0,0,0,0,no,,0,Non-Profit,Corporate,United States,North America,210,"560,000","26,329,000",2,1,,no,1/31/2011,12/31/2016,TRUE,Active,0,4,,,12/6/2015,1,0,
2074011,10/1/2014,399,10/1/2013,399,0,0,0,32731,0,0,0,0,0,,,0,Non-Profit,Corporate,United States,North America,75,"76,792","32,111,000",2,,,no,12/31/2010,10/31/2014,TRUE,Churned,,2,,,,1,0,
2344009,8/1/2015,19,8/1/2014,19,0,0,2000,0,0,0,0,0,0,,,0,,Corporate,United States,North America,,"200,000",,2,1,,no,1/31/2011,8/31/2015,TRUE,Churned,,1,,166,,1,0,
3265010,12/1/2015,367,12/1/2014,367,0,0,50000,0,0,0,0,0,0,,,0,High Tech,Corporate,Austria,EMEA,9,"2,000,000",0,3,1,,no,10/31/2012,12/31/2015,TRUE,Churned,,3,,144,,1,0,
3638077,3/1/2012,2500,3/1/2011,19,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,2/28/2011,3/31/2012,TRUE,Churned,,1,,,,1,0,
3666010,9/1/2012,2625,9/1/2011,5250,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,5/31/2011,9/30/2012,TRUE,Churned,,1,,,,1,-2625,
5676050,6/1/2011,2000,,,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,4/30/2011,6/30/2011,TRUE,Churned,,1,,,,,,
5781089,1/1/2013,2500,,,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,4/30/2012,1/31/2013,TRUE,Churned,,1,,,,,,
6185021,2/1/2012,399,,,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,5/31/2011,2/29/2012,TRUE,Churned,,1,,,,,,
6830010,5/1/2015,19,5/1/2014,19,0,0,50000,0,0,0,0,0,0,,,0,Other,Corporate,United States,North America,,,,0,,,no,6/30/2011,5/31/2015,TRUE,Churned,,1,,,,1,0,
6986089,1/1/2014,2500,1/1/2013,2500,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,6/30/2011,1/31/2014,TRUE,Churned,,1,,,,1,0,
7140276,11/1/2011,18,,,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,9/30/2011,11/30/2011,TRUE,Churned,,1,,,,,,
7470368,5/1/2015,2,5/1/2014,19,0,0,50000,2,0,0,0,0,0,,,1,,Enterprise,Sweden,EMEA,"7,420",,"1,494,000,000",4,1,,no,7/31/2011,5/31/2015,TRUE,Churned,,1,,,,0,-17,
7992003,4/1/2014,4000,4/1/2013,4000,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,10/31/2011,4/30/2014,TRUE,Churned,,1,,,,1,0,
8094158,3/1/2013,2101,3/1/2012,399,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,8/31/2011,3/31/2013,TRUE,Churned,,1,,,,1,0,
8383518,11/1/2015,2500,11/1/2014,2500,0,0,2000000,0,0,1437,2,0,0,,,118,Media,Enterprise,Turkey,EMEA,330,"9,475,249",,4,1,,yes,2/29/2012,11/30/2015,TRUE,Churned,526,9,,488,7/28/2015,1,0,
8389369,12/1/2016,79,12/1/2015,79,0,0,0,0,0,0,0,0,48,yes,,0,Other,Corporate,United States,North America,99,"3,853,891","7,500,000",3,1,,no,9/30/2011,12/31/2016,TRUE,Active,0,15,,,12/9/2015,1,0,
8394220,3/1/2014,79,3/1/2013,79,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,9/30/2011,3/31/2014,TRUE,Churned,,1,,,,1,0,
8399491,6/1/2013,1000,6/1/2012,1000,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,10/31/2011,6/30/2013,TRUE,Churned,,1,,,,1,0,
8571026,7/1/2013,20000,7/1/2012,2500,0,0,0,0,0,0,0,0,0,,,0,,Enterprise,ROW,ROW,,,,,,,no,10/31/2011,7/31/2013,TRUE,Churned,,2,,,,1,0,
8583169,8/1/2012,2320,8/1/2011,2250,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,8/31/2011,8/31/2012,TRUE,Churned,,1,,,,1,0,
8855823,7/1/2014,3013,7/1/2013,0,0,0,0,0,0,0,0,0,0,,,0,Media,Enterprise,United States,North America,"18,000","2,196,444","3,689,000,000",5,,,no,9/30/2012,7/31/2014,TRUE,Churned,,1,,,,,,
9053681,12/1/2013,4000,12/1/2012,0,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,5/31/2012,12/31/2013,TRUE,Churned,,1,,,,,,
9753958,2/1/2015,1700,2/1/2014,1700,0,0,0,0,0,0,0,0,0,,,0,,Corporate,United States,North America,160,"1,000,000","8,684,000",3,,,no,12/31/2011,2/28/2015,TRUE,Churned,,5,,35,,1,0,
10138630,4/1/2014,399,4/1/2013,3000,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,11/30/2011,4/30/2014,TRUE,Churned,,3,,,,0,-2601,
10352623,2/1/2015,9742,2/1/2014,17,0,0,0,295390,0,0,0,0,0,,,0,Agency/Professional Services,Corporate,United States,North America,5,"20,773,546","3,290,000",5,,,no,2/28/2013,2/28/2015,TRUE,Churned,,4,,287,,1,0,
10359490,8/1/2013,1150,,,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,6/30/2013,8/31/2013,TRUE,Churned,,1,,,,,,
11536333,7/1/2014,79,7/1/2013,79,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,11/30/2011,7/31/2014,TRUE,Churned,,1,,,,1,0,
11782527,7/1/2013,5000,7/1/2012,7500,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,1/31/2012,7/31/2013,TRUE,Churned,1420,1,,,,1,-2500,
13154787,11/1/2012,326,,,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,12/31/2011,11/30/2012,TRUE,Churned,,1,,,,,,
13450258,12/1/2016,1088,12/1/2015,399,0,0,0,0,0,0,0,0,182,yes,,0,Agency/Professional Services,Corporate,United States,North America,51,"2,196,325",0,3,1,,no,12/31/2011,12/31/2016,TRUE,Active,0,11,,,7/14/2016,1,0,
15535099,1/1/2015,2621,1/1/2014,2500,0,0,0,358913,0,0,0,0,0,,,0,,Enterprise,United Kingdom,EMEA,175,"200,000",0,2,1,,no,2/29/2012,1/31/2015,TRUE,Churned,,3,,96,3/10/2015,1,0,
16048249,7/1/2014,358,7/1/2013,2000,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,2/29/2012,7/31/2014,TRUE,Churned,,1,,,,0,-1642,
16410675,4/1/2013,3000,4/1/2012,3000,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,1/31/2012,4/30/2013,TRUE,Churned,,2,,,,1,0,
19012825,8/1/2012,15000,,,0,0,0,0,0,0,0,0,0,,,0,,Enterprise,ROW,ROW,,,,,,,no,1/31/2012,8/31/2012,TRUE,Churned,,1,,,,,,
19945332,1/1/2015,363,1/1/2014,399,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,2/29/2012,1/31/2015,TRUE,Churned,,2,,,,1,-36,
21352269,11/1/2015,2037,,,0,0,0,0,0,0,0,0,0,,,0,Agency/Professional Services,SMB,Netherlands,EMEA,20,"36,658",0,1,1,,no,11/30/2015,11/30/2015,TRUE,Churned,,1,,,12/1/2015,,,
22655479,2/1/2015,2250,2/1/2014,2605,0,5,0,0,2,0,0,0,48,,,0,Travel & Entertainment,Enterprise,Germany,EMEA,"3,052","2,000,000","2,052,593,646",5,1,,no,3/31/2012,2/28/2015,TRUE,Churned,,6,,,,1,-355,
23234108,11/1/2014,1500,11/1/2013,1622,0,0,0,0,0,0,0,0,0,,,0,High Tech,Enterprise,United States,North America,200,"5,400,000","3,400,000",4,1,,no,3/31/2012,11/30/2014,TRUE,Churned,,2,,,,1,-122,
23860275,10/1/2015,1500,10/1/2014,399,0,0,500000,0,0,3,0,0,0,,,5,Other,Corporate,United States,North America,10,"53,483",,2,,,no,3/31/2012,10/31/2015,TRUE,Churned,476,6,,,9/1/2015,1,0,
24232820,4/1/2016,399,4/1/2015,399,0,0,200000,0,0,0,0,0,0,no,,0,Gaming,Corporate,Germany,EMEA,400,"1,000,000","2,577,000",3,1,,no,3/31/2012,4/30/2016,TRUE,Churned,0,11,,,12/7/2015,1,0,
25528774,1/1/2015,399,1/1/2014,3000,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,3/31/2012,1/31/2015,TRUE,Churned,,3,,,,0,-2601,
25871793,12/1/2013,500,12/1/2012,500,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,3/31/2012,12/31/2013,TRUE,Churned,,1,,,,1,0,
27654665,10/1/2015,1700,10/1/2014,1700,0,1,1000000,0,3,27169,46,0,0,,,143,Financial Services,Corporate,United States,North America,23,"1,000,000",0,3,,,no,4/30/2012,10/31/2015,TRUE,Churned,,11,,,2/11/2013,1,0,
28040588,12/1/2016,19,12/1/2015,19,0,0,0,0,0,0,0,0,0,no,,0,,Corporate,United States,North America,,,,,,,no,5/31/2012,12/31/2016,TRUE,Active,0,1,,,,1,0,
29278661,8/1/2013,2800,8/1/2012,2800,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,5/31/2012,8/31/2013,TRUE,Churned,,1,,,,1,0,
30848091,10/1/2013,1500,10/1/2012,506,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,4/30/2012,10/31/2013,TRUE,Churned,,1,,,,1,0,
33311835,7/1/2013,71,7/1/2012,789,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,6/30/2012,7/31/2013,TRUE,Churned,,1,,,,0,-718,
33821653,4/1/2014,1000,4/1/2013,1000,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,5/31/2012,4/30/2014,TRUE,Churned,,1,,,,1,0,
42967856,9/1/2014,4165,9/1/2013,0,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,5/31/2012,9/30/2014,TRUE,Churned,,4,,,,,,
44223958,7/1/2015,1500,7/1/2014,1500,0,0,1000000,44347,0,100342,151,0,0,,,567,Other,Corporate,United States,North America,240,"1,000,000","26,000,000",3,1,,no,5/31/2012,7/31/2015,TRUE,Churned,,9,,105,7/9/2012,1,0,
44596898,3/1/2016,1700,3/1/2015,1700,0,0,1000000,43021,1,138862,236,0,4,yes,,374,Agency/Professional Services,Enterprise,United Kingdom,EMEA,"7,495","100,000","2,147,483,647",5,1,,no,5/31/2012,3/31/2016,TRUE,Churned,0,20,,,12/15/2015,1,0,
46174350,3/1/2016,1700,3/1/2015,1700,0,0,1000000,26166,4,64017,109,0,12,yes,,157,Agency/Professional Services,Corporate,Netherlands,EMEA,60,"1,000,000",0,3,1,,no,6/30/2012,3/31/2016,TRUE,Churned,0,7,,55,12/4/2015,1,0,
47039349,12/1/2016,3417,12/1/2015,499,0,0,0,0,0,0,0,0,432,yes,,0,Retail,Corporate,United States,North America,6,"10,700,000",,5,1,,no,6/30/2012,12/31/2016,TRUE,Active,0,3,,,3/9/2016,1,0,
49859361,1/1/2016,3500,1/1/2015,3500,0,0,3500000,378,0,2741,3,0,0,,,195,Retail,Enterprise,Canada,North America,500,"3,640,313","1,000,000,000",4,1,,no,1/31/2013,1/31/2016,TRUE,Churned,0,9,,590,1/1/2016,1,0,
51701178,3/1/2013,2500,,,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,6/30/2012,3/31/2013,TRUE,Churned,,1,,,,,,
52709471,7/1/2015,3100,7/1/2014,4039,0,0,2000000,246897,3,1349486,2091,0,294,,,454,Agency/Professional Services,Corporate,United Kingdom,EMEA,24,"2,000,000","7,898,000",3,1,,yes,6/30/2012,7/31/2015,TRUE,Churned,,32,,,11/2/2016,1,-939,
56039337,12/1/2016,399,12/1/2015,399,0,0,0,0,0,0,0,0,108,yes,,0,Retail,Enterprise,United States,North America,"7,000","10,300,000","809,224,000",5,1,,no,6/30/2012,12/31/2016,TRUE,Active,0,7,,71,12/18/2015,1,0,
60599788,5/1/2015,2850,5/1/2014,2850,0,0,2000000,63716,0,0,0,0,0,,,241,Media,SMB,United States,North America,50,"11,193","500,000",1,,,no,6/30/2012,5/31/2015,TRUE,Churned,,1,,252,7/1/2014,1,0,
61135178,9/1/2014,1500,9/1/2013,3000,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,6/30/2012,9/30/2014,TRUE,Churned,,8,,,,1,-1500,
62110205,10/1/2016,496,10/1/2015,1099,0,0,200000,7,0,284617,1564,0,9,no,,43,Travel & Entertainment,Enterprise,United States,North America,20,"388,690","201,857,999",3,,,no,6/30/2012,10/31/2016,TRUE,Churned,0,4,,4,12/14/2015,0,-603,
63733445,3/1/2015,3000,3/1/2014,3000,0,2,0,0,0,0,0,0,0,,,61,Media,Corporate,United States,North America,"3,500","540,000","1,815,000,000",4,1,,no,6/30/2012,3/31/2015,TRUE,Churned,,7,,542,,1,0,
65242197,12/1/2016,8000,12/1/2015,8000,0,0,0,0,0,0,0,0,238,yes,,0,Retail,Enterprise,United States,North America,30,"846,323","31,439,621",3,1,,no,7/31/2012,12/31/2016,TRUE,Active,0,27,,133,7/1/2016,1,0,
65687250,10/1/2015,79,10/1/2014,79,0,0,0,0,0,18,0,0,0,,,10,,SMB,United States,North America,6,"20,000","408,000",1,,,no,7/31/2012,10/31/2015,TRUE,Churned,,4,,,,1,0,
70910669,12/1/2016,8600,12/1/2015,6000,0,0,0,0,0,0,0,0,3325,yes,,0,Other,Enterprise,Poland,EMEA,5,"1,100,000",,3,1,,no,9/30/2012,12/31/2016,TRUE,Active,0,117,,547,4/1/2016,1,0,
71105171,12/1/2016,3000,12/1/2015,3000,0,0,0,0,0,0,0,0,0,yes,,0,Mobile Only,Enterprise,United States,North America,13,"1,900,000",0,3,1,,no,6/30/2012,12/31/2016,TRUE,Active,0,6,,0,4/1/2016,1,0,
71136837,12/1/2016,399,12/1/2015,399,0,0,0,0,0,0,0,0,112,yes,,0,Travel & Entertainment,Enterprise,United States,North America,400,"15,897,470","472,000",4,1,,no,6/30/2012,12/31/2016,TRUE,Active,0,29,,100,12/26/2015,1,0,
72519665,2/1/2014,1500,2/1/2013,1500,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,7/31/2012,2/28/2014,TRUE,Churned,,5,,,,1,0,
74125585,12/1/2014,499,12/1/2013,499,0,0,0,0,0,0,0,0,0,,,0,,Corporate,United Kingdom,EMEA,80,"50,000","26,060,000",2,1,,no,7/31/2012,12/31/2014,TRUE,Churned,1250,2,,152,12/19/2013,1,0,
74155230,4/1/2016,7582,4/1/2015,9017,0,1,3000000,749673,0,3136759,7927,0,46,yes,,592,Travel & Entertainment,Corporate,Netherlands,EMEA,400,"3,000,000","182,641.20",3,1,,no,9/30/2012,4/30/2016,TRUE,Churned,0,31,,212,5/1/2015,1,-1435,
76155488,11/1/2015,2000,11/1/2014,2000,0,0,1000000,38235,0,158348,317,0,0,,,449,Agency/Professional Services,SMB,United States,North America,10,"10,622","420,000",1,,,no,9/30/2012,11/30/2015,TRUE,Churned,0,25,,56,2/28/2015,1,0,
77917023,5/1/2013,3000,,,0,0,0,0,0,0,0,0,0,,,0,Agency/Professional Services,Enterprise,United States,North America,13,"10,623,501","968,000",5,1,,no,7/31/2012,5/31/2013,TRUE,Churned,,1,,909,,,,
80318329,9/1/2015,3500,9/1/2014,3500,0,0,2000000,2236,0,573,1,0,0,,,117,Retail,Corporate,United States,North America,90,"7,604,000","64,500,000",5,1,,yes,8/31/2012,9/30/2015,TRUE,Churned,,1,,711,5/23/2015,1,0,
81578710,1/1/2014,3333,,,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,3/31/2013,1/31/2014,TRUE,Churned,,8,,,,,,
82454838,11/1/2016,1609,11/1/2015,1610,0,0,600000,196,1,966,3,0,30,yes,,84,Other,Corporate,Italy,EMEA,273,"99,608",0,2,1,,no,12/31/2013,11/30/2016,TRUE,Active,0,6,,480,12/1/2015,1,-1,
83901744,6/1/2015,3000,6/1/2014,3000,0,0,2000000,0,0,0,0,0,0,,,37,Agency/Professional Services,Corporate,United States,North America,"1,317","2,000,000","386,222,000",3,1,,no,7/31/2012,6/30/2015,TRUE,Churned,,9,,485,,1,0,
83994349,12/1/2013,0,12/1/2012,7000,0,0,0,0,0,0,0,0,0,,,0,Media,Enterprise,United States,North America,"2,000","16,157,968","542,000,000",5,1,,no,9/30/2012,12/31/2013,TRUE,Churned,,1,,160,,0,-7000,
84075234,3/1/2014,399,3/1/2013,399,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,8/31/2012,3/31/2014,TRUE,Churned,,1,,,,1,0,
85831140,12/1/2015,399,12/1/2014,399,0,0,200000,93162,1,232883,465,0,0,yes,,173,Other,Enterprise,United States,North America,5,"200,000","117,000",2,1,,no,8/31/2012,12/31/2015,TRUE,Churned,0,3,,,12/10/2015,1,0,
85927158,12/1/2013,3000,12/1/2012,399,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,10/31/2012,12/31/2013,TRUE,Churned,,1,,,,1,0,
86026294,11/1/2013,399,,,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,1/31/2013,11/30/2013,TRUE,Churned,,1,,,,,,
88260632,12/1/2016,359,12/1/2015,359,0,0,0,0,0,0,0,0,144,no,,0,,Corporate,United States,North America,,"200,000",,2,1,,no,9/30/2012,12/31/2016,TRUE,Active,0,1,,99,6/29/2015,1,0,
88327718,1/1/2013,1700,,,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,8/31/2012,1/31/2013,TRUE,Churned,,1,,,,,,
89335413,7/1/2014,1734,7/1/2013,1750,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,9/30/2012,7/31/2014,TRUE,Churned,,5,,,,1,-16,
89386043,4/1/2013,3000,,,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,11/30/2012,4/30/2013,TRUE,Churned,,1,,,,,,
90014462,3/1/2015,3450,3/1/2014,3450,0,2,0,1111715,0,0,0,0,0,,,315,Agency/Professional Services,Corporate,United States,North America,50,"2,500,000","30,000,000",3,,,no,9/30/2012,3/31/2015,TRUE,Churned,,10,,310,,1,0,
93451677,2/1/2013,1350,,,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,9/30/2012,2/28/2013,TRUE,Churned,,1,,,,,,
94472284,7/1/2014,6250,7/1/2013,6250,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,11/30/2012,7/31/2014,TRUE,Churned,,1,,,,1,0,
94473159,8/1/2013,1500,8/1/2012,1000,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,8/31/2012,8/31/2013,TRUE,Churned,,1,,,,1,0,
95091467,3/1/2014,3225,3/1/2013,3000,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,10/31/2012,3/31/2014,TRUE,Churned,,1,,,,1,0,
100105802,9/1/2015,8000,9/1/2014,8000,0,0,10000000,119,0,3430,3,0,0,,,238,High Tech,Enterprise,United States,North America,"4,440","47,693,992","1,130,845,000",5,1,,no,10/31/2012,9/30/2015,TRUE,Churned,,1,,883,1/1/2014,1,0,
104430258,8/1/2013,2000,,,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,9/30/2012,8/31/2013,TRUE,Churned,,1,,,,,,
105000447,12/1/2015,2824,,,0,0,1000000,0,0,0,0,0,0,,,0,Media,Enterprise,United States,North America,5,"23,133,220",,5,1,,yes,1/31/2015,12/31/2015,TRUE,Churned,0,3,,,1/15/2015,,,
106355661,11/1/2014,1700,11/1/2013,1700,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,9/30/2012,11/30/2014,TRUE,Churned,,11,,,,1,0,
113744585,8/1/2016,79,8/1/2015,79,0,0,20000,0,0,0,0,0,14,no,,0,Media,SMB,United States,North America,6,"7,948","1,266,000",1,,,no,9/30/2012,8/31/2016,TRUE,Churned,0,4,,206,12/7/2015,1,0,
121378110,11/1/2015,3249,11/1/2014,3522,0,0,1000000,0,5,0,0,0,0,,,0,Travel & Entertainment,Corporate,United Kingdom,EMEA,600,"24,846","30,000,000",2,1,,yes,11/30/2012,11/30/2015,TRUE,Churned,,8,,440,12/2/2013,1,-273,
124111720,10/1/2013,3000,10/1/2012,3000,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,10/31/2012,10/31/2013,TRUE,Churned,,1,,,,1,0,
124489811,3/1/2016,5000,3/1/2015,5000,0,1,5000000,2221,1,9223,9,0,46,no,,150,Media,Corporate,United States,North America,200,"6,178,075",,3,1,,no,11/30/2012,3/31/2016,TRUE,Churned,0,31,,526,4/22/2015,1,0,
124601657,5/1/2013,3000,,,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,10/31/2012,5/31/2013,TRUE,Churned,,1,,,,,,
136139977,8/1/2016,1995,8/1/2015,1995,0,5,200000,522001,0,1234573,12315,0,70,no,,526,Retail,Corporate,United States,North America,3,"299,293","2,242,000.10",2,1,,no,3/31/2013,8/31/2016,TRUE,Churned,0,2,,258,12/10/2015,1,0,
136969815,12/1/2016,3000,12/1/2015,3000,0,0,0,0,0,0,0,0,72,yes,,0,Other,Enterprise,United States,North America,"2,500","106,447","396,169,000",3,,,no,11/30/2012,12/31/2016,TRUE,Active,0,9,,292,11/5/2016,1,0,
138042569,7/1/2014,399,7/1/2013,1200,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,3/31/2013,7/31/2014,TRUE,Churned,,1,,,,0,-801,
140518029,10/1/2013,7520,,,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,11/30/2012,10/31/2013,TRUE,Churned,,1,,,,,,
145700959,9/1/2013,1833,,,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,11/30/2012,9/30/2013,TRUE,Churned,,3,,,,,,
146201396,6/1/2016,2841,6/1/2015,0,0,0,200000,0,0,0,0,0,55,no,,1,Travel & Entertainment,Corporate,Netherlands,EMEA,45,"818,665",,2,1,,yes,12/31/2012,6/30/2016,TRUE,Churned,197,10,,,7/1/2015,,,
147783689,3/1/2015,399,3/1/2014,399,0,0,0,0,0,0,0,0,0,,,0,Other,SMB,Canada,North America,3,"19,613","5,000,000",1,,,no,11/30/2012,3/31/2015,TRUE,Churned,,2,,118,,1,0,
149024083,12/1/2013,6000,,,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,2/28/2013,12/31/2013,TRUE,Churned,,5,,,,,,
149197794,11/1/2014,4000,11/1/2013,4000,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,5/31/2013,11/30/2014,TRUE,Churned,,7,,,,1,0,
149333612,11/1/2013,4000,,,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,5/31/2013,11/30/2013,TRUE,Churned,,1,,,,,,
149741849,4/1/2015,1500,4/1/2014,1500,0,0,0,0,0,0,0,0,0,,,0,Retail,Corporate,United States,North America,2,"1,584,526","103,000",3,1,,no,12/31/2012,4/30/2015,TRUE,Churned,,4,,"1,076",12/14/2012,1,0,
153957092,1/1/2014,1797,,,0,0,0,0,0,0,0,0,0,,,0,High Tech,SMB,United Kingdom,EMEA,350,"2,000","30,000,000",1,,,no,1/31/2014,1/31/2014,TRUE,Churned,0,20,,138,12/6/2015,,,
160316845,5/1/2015,0,5/1/2014,1691,0,0,0,0,4,0,0,0,0,,10,2,,Corporate,United Kingdom,EMEA,"57,000","2,000,000",0,3,1,,yes,2/28/2013,5/31/2015,TRUE,Churned,,6,,354,9/17/2015,0,-1691,
160730166,10/1/2016,1066,10/1/2015,1153,0,0,200000,14,0,4,0,0,0,no,,20,Travel & Entertainment,Corporate,United Kingdom,EMEA,"12,662","471,522","25,409,836",2,1,,no,2/28/2013,10/31/2016,TRUE,Churned,0,7,,0,2/20/2015,1,-87,
160902072,10/1/2014,3000,10/1/2013,3000,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,7/31/2013,10/31/2014,TRUE,Churned,,2,,,,1,0,
161892541,11/1/2015,399,11/1/2014,399,0,0,200000,0,0,333,1,0,0,,,20,,Corporate,ROW,ROW,,,,,,,no,12/31/2012,11/30/2015,TRUE,Churned,,9,,,,1,0,
167339443,8/1/2015,3900,8/1/2014,3600,0,0,0,942,4,55,0,0,0,,,36,Other,Enterprise,United Kingdom,EMEA,80,"35,000","10,000,000",1,1,,no,4/30/2013,8/31/2015,TRUE,Churned,0,12,,287,3/1/2015,1,0,
167835290,1/1/2014,1200,,,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,2/28/2013,1/31/2014,TRUE,Churned,,2,,,,,,
168465700,6/1/2013,3000,,,0,0,0,0,0,0,0,0,0,,,0,,Corporate,ROW,ROW,,,,,,,no,1/31/2013,6/30/2013,TRUE,Churned,,2,,,,,,
169856946,7/1/2016,1750,7/1/2015,0,0,2,300000,132175,0,273468,1332,0,24,yes,,53,Agency/Professional Services,Corporate,Germany,EMEA,5,"14,971",0,1,1,,no,2/28/2013,7/31/2016,TRUE,Churned,0,6,,63,8/28/2015,,,
171938859,12/1/2014,79,12/1/2013,105,0,0,0,0,0,0,0,0,0,,,0,,SMB,United States,North America,14,"20,000","2,000,000",1,,,no,3/31/2013,12/31/2014,TRUE,Churned,,3,,1,,1,-26,
