customer_id,for_month,mrr,last_yr,last_mrr,sig_exp_90,partner_flag,logins,running_experiment_days,utilization,churn_dollars,churned
A1,12/1/2016,1000,,0,1,0,12,0,0,,1
A2,12/1/2016,3000,12/1/2015,3000,1,0,455,0,0,0,1
A3,12/1/2013,0,12/1/2012,4333,0,0,0,0,0,-4333,0
A4,8/1/2013,4000,,0,0,0,0,0,0,,0
A5,12/1/2016,7700,12/1/2015,7700,1,1,5460,0,0,0,1
A6,12/1/2016,1687,12/1/2015,1755,0,0,60,0,0,-68,1
A7,9/1/2015,2333,,0,0,0,0,0,0,,0
A8,12/1/2016,1350,12/1/2015,1350,1,0,600,0,0,0,1
A9,4/1/2013,2400,,0,0,0,0,0,0,,0
A10,12/1/2016,12000,12/1/2015,12000,1,0,231,0,0,0,1
A11,12/1/2016,399,12/1/2015,399,0,0,0,0,0,0,1
A12,10/1/2014,399,10/1/2013,399,0,0,0,0,32731,0,0
A13,12/1/2016,3817,12/1/2015,3817,1,0,552,0,0,0,1
A14,8/1/2015,19,8/1/2014,19,0,0,0,0,0,0,0
A15,12/1/2016,2000,12/1/2015,2000,1,0,65,0,0,0,1
A16,12/1/2015,367,12/1/2014,367,0,0,0,0,0,0,0
A17,5/1/2016,1100,5/1/2015,79,0,0,0,0,0,0,0
A18,3/1/2012,2500,3/1/2011,19,0,0,0,0,0,0,0
A19,9/1/2012,2625,9/1/2011,5250,0,0,0,0,0,-2625,0
A20,12/1/2016,4500,12/1/2015,4500,1,0,1677,0,0,0,1
A21,12/1/2016,1758,12/1/2015,1765,1,1,25,0,0,-7,1
A22,12/1/2016,1500,12/1/2015,1500,0,0,0,0,0,0,1
A23,2/1/2016,2200,2/1/2015,399,1,0,10,186,13728,0,0
A24,12/1/2016,2500,12/1/2015,2500,1,0,616,0,0,0,1
A25,12/1/2016,1001,12/1/2015,1006,0,0,198,0,0,-5,1
A26,12/1/2016,2117,12/1/2015,2187,1,0,576,0,0,-70,1
A27,9/1/2015,2900,9/1/2014,2900,0,0,0,0,0,0,0
A28,12/1/2016,1200,12/1/2015,0,0,0,108,0,0,,1
A29,12/1/2016,399,12/1/2015,399,1,0,220,0,0,0,1
A30,12/1/2016,4915,12/1/2015,4915,1,0,408,0,0,0,1
A31,12/1/2016,3126,12/1/2015,2834,1,0,33,0,0,0,1
A32,12/1/2016,3500,12/1/2015,3500,0,0,0,0,0,0,1
A33,6/1/2011,2000,,0,0,0,0,0,0,,0
A34,12/1/2016,1700,12/1/2015,1700,1,0,120,0,0,0,1
A35,12/1/2016,5209,12/1/2015,5005,1,1,3600,0,0,0,1
A36,1/1/2013,2500,,0,0,0,0,0,0,,0
A37,12/1/2016,3500,12/1/2015,3500,1,0,120,0,0,0,1
A38,12/1/2016,3641,12/1/2015,1731,1,1,840,0,0,0,1
A39,2/1/2012,399,,0,0,0,0,0,0,,0
A40,12/1/2016,1200,12/1/2015,1200,1,0,120,0,0,0,1
A41,12/1/2016,6101,12/1/2015,6522,1,1,572,0,0,-421,1
A42,5/1/2015,19,5/1/2014,19,0,0,0,0,0,0,0
A43,1/1/2014,2500,1/1/2013,2500,0,0,0,0,0,0,0
A44,12/1/2016,5000,12/1/2015,5000,1,0,288,0,0,0,1
A45,11/1/2011,18,,0,0,0,0,0,0,,0
A46,12/1/2016,6000,12/1/2015,6000,1,0,117,0,0,0,1
A47,12/1/2016,5000,12/1/2015,359,1,0,208,0,0,0,1
A48,5/1/2015,2,5/1/2014,19,0,0,0,1,2,-17,0
A49,8/1/2016,3000,8/1/2015,3000,0,0,0,53,38,0,0
A50,12/1/2016,3750,12/1/2015,3500,1,0,405,0,0,0,1
A51,10/1/2016,61,10/1/2015,79,0,0,16,5,4,-18,0
A52,12/1/2016,2751,12/1/2015,71,1,1,810,0,0,0,1
A53,12/1/2016,1000,12/1/2015,1000,1,0,66,0,0,0,1
A54,12/1/2016,1000,12/1/2015,71,0,1,27,0,0,0,1
A55,12/1/2016,2500,12/1/2015,2500,1,0,576,0,0,0,1
A56,12/1/2016,4150,12/1/2015,3750,1,0,546,0,0,0,1
A57,4/1/2014,4000,4/1/2013,4000,0,0,0,0,0,0,0
A58,12/1/2016,2250,12/1/2015,2250,1,0,852,0,0,0,1
A59,11/1/2016,5500,11/1/2015,5500,1,0,962,609,1187050,0,1
A60,3/1/2013,2101,3/1/2012,399,0,0,0,0,0,0,0
A61,12/1/2016,3000,12/1/2015,3000,1,0,312,0,0,0,1
A62,12/1/2016,5040,12/1/2015,4370,0,0,119,0,0,0,1
A63,11/1/2015,2500,11/1/2014,2500,0,1,0,118,0,0,0
A64,12/1/2016,7000,12/1/2015,0,1,0,288,0,0,,1
A65,12/1/2016,79,12/1/2015,79,1,0,48,0,0,0,1
A66,3/1/2014,79,3/1/2013,79,0,0,0,0,0,0,0
A67,6/1/2013,1000,6/1/2012,1000,0,0,0,0,0,0,0
A68,12/1/2016,1418,12/1/2015,359,1,0,132,0,0,0,1
A69,12/1/2016,2000,12/1/2015,2000,0,0,0,0,0,0,1
A70,7/1/2013,20000,7/1/2012,2500,0,0,0,0,0,0,0
A71,8/1/2012,2320,8/1/2011,2250,0,0,0,0,0,0,0
A72,5/1/2016,2200,5/1/2015,2200,1,0,64,279,0,0,0
A73,12/1/2016,2500,12/1/2015,2500,1,0,828,0,0,0,1
A74,12/1/2016,2320,12/1/2015,2320,0,0,216,0,0,0,1
A75,7/1/2014,3013,7/1/2013,0,0,0,0,0,0,,0
A76,12/1/2016,718,12/1/2015,718,0,0,155,0,0,0,1
A77,12/1/2013,4000,12/1/2012,0,0,0,0,0,0,,0
A78,2/1/2015,1700,2/1/2014,1700,0,0,0,0,0,0,0
A79,11/1/2016,133,11/1/2015,1543,1,0,135,827,247299,-1410,1
A80,12/1/2016,3500,12/1/2015,2500,0,0,180,0,0,0,1
A81,4/1/2014,399,4/1/2013,3000,0,0,0,0,0,-2601,0
A82,12/1/2016,1245,12/1/2015,79,0,1,45,0,0,0,1
A83,2/1/2015,9742,2/1/2014,17,0,0,0,0,295390,0,0
A84,8/1/2013,1150,,0,0,0,0,0,0,,0
A85,3/1/2016,8934,,0,0,0,30,629,749948,,0
A86,12/1/2016,2500,12/1/2015,2500,1,0,77,0,0,0,1
A87,1/1/2016,3000,1/1/2015,3000,1,1,0,218,101199,0,0
A88,12/1/2016,2700,12/1/2015,719,1,0,286,0,0,0,1
A89,12/1/2016,4800,12/1/2015,4130,1,0,276,0,0,0,1
A90,7/1/2014,79,7/1/2013,79,0,0,0,0,0,0,0
A91,7/1/2013,5000,7/1/2012,7500,0,0,0,0,0,-2500,0
A92,4/1/2016,3974,4/1/2015,2653,1,0,4,471,226761,0,0
A93,11/1/2012,326,,0,0,0,0,0,0,,0
A94,12/1/2016,1500,12/1/2015,3000,0,0,0,0,0,-1500,1
A95,12/1/2016,1088,12/1/2015,399,1,0,182,0,0,0,1
A96,12/1/2016,2684,12/1/2015,399,1,1,330,0,0,0,1
A97,12/1/2016,5000,12/1/2015,5000,1,0,580,0,0,0,1
A98,12/1/2016,5833,12/1/2015,2500,1,0,136,0,0,0,1
A99,7/1/2016,3031,7/1/2015,3626,0,0,0,87,378,-595,0
A100,1/1/2015,2621,1/1/2014,2500,0,0,0,0,358913,0,0
A101,10/1/2016,1500,10/1/2015,0,1,1,36,46,4602,,0
A102,7/1/2014,358,7/1/2013,2000,0,0,0,0,0,-1642,0
A103,12/1/2016,1000,12/1/2015,930,0,0,117,0,0,0,1
A104,9/1/2016,1500,9/1/2015,1500,0,0,12,41,23,0,0
A105,4/1/2013,3000,4/1/2012,3000,0,0,0,0,0,0,0
A106,12/1/2016,1000,12/1/2015,1000,1,0,60,0,0,0,1
A107,8/1/2012,15000,,0,0,0,0,0,0,,0
A108,11/1/2016,2010,11/1/2015,399,0,0,0,22,20,0,1
A109,1/1/2015,363,1/1/2014,399,0,0,0,0,0,-36,0
A110,12/1/2016,2500,,0,1,1,143,0,0,,1
A111,12/1/2016,2500,12/1/2015,2500,0,0,0,0,0,0,1
A112,12/1/2016,500,12/1/2015,500,1,0,1377,0,0,0,1
A113,12/1/2016,4850,12/1/2015,4850,1,1,117,0,0,0,1
A114,12/1/2016,7138,12/1/2015,3138,1,0,550,0,0,0,1
A115,11/1/2015,2037,,0,0,0,0,0,0,,0
A116,5/1/2015,2375,5/1/2014,359,0,0,0,1712,4175300,0,0
A117,2/1/2015,2250,2/1/2014,2605,0,0,48,0,0,-355,0
A118,11/1/2014,1500,11/1/2013,1622,0,0,0,0,0,-122,0
A119,10/1/2015,1500,10/1/2014,399,0,0,0,5,0,0,0
A120,12/1/2016,3150,12/1/2015,3150,0,1,0,0,0,0,1
A121,4/1/2016,399,4/1/2015,399,0,0,0,0,0,0,0
A122,12/1/2016,3900,12/1/2015,5130,1,1,399,0,0,-1230,1
A123,12/1/2016,5400,12/1/2015,5400,1,0,600,0,0,0,1
A124,1/1/2015,399,1/1/2014,3000,0,0,0,0,0,-2601,0
A125,12/1/2013,500,12/1/2012,500,0,0,0,0,0,0,0
A126,12/1/2016,4000,12/1/2015,4000,1,0,1320,0,0,0,1
A127,12/1/2016,4000,12/1/2015,4000,1,0,133,0,0,0,1
A128,10/1/2015,1700,10/1/2014,1700,0,0,0,143,0,0,0
A129,8/1/2016,3500,8/1/2015,3500,1,0,132,228,76694,0,0
A130,12/1/2016,19,12/1/2015,19,0,0,0,0,0,0,1
A131,12/1/2016,2000,12/1/2015,359,1,0,480,0,0,0,1
A132,11/1/2016,7650,11/1/2015,4000,0,0,0,1,1,0,1
A133,12/1/2016,3184,12/1/2015,3178,1,0,231,0,0,0,1
A134,8/1/2013,2800,8/1/2012,2800,0,0,0,0,0,0,0
A135,12/1/2016,3500,12/1/2015,3500,0,0,124,0,0,0,1
A136,12/1/2016,3500,12/1/2015,3500,1,0,348,0,0,0,1
A137,12/1/2016,6000,12/1/2015,6000,1,0,168,0,0,0,1
A138,12/1/2016,1350,12/1/2015,1350,0,0,0,0,0,0,1
A139,10/1/2013,1500,10/1/2012,506,0,0,0,0,0,0,0
A140,3/1/2014,1800,3/1/2013,1800,0,0,0,0,0,0,0
A141,12/1/2016,1596,12/1/2015,399,0,0,247,0,0,0,1
A142,12/1/2016,5000,12/1/2015,71,1,1,1040,0,0,0,1
A143,12/1/2016,1400,12/1/2015,1401,0,1,156,0,0,-1,1
A144,7/1/2013,71,7/1/2012,789,0,0,0,0,0,-718,0
A145,12/1/2016,1600,12/1/2015,1600,1,0,156,0,0,0,1
A146,4/1/2014,1000,4/1/2013,1000,0,0,0,0,0,0,0
A147,12/1/2016,3000,12/1/2015,3000,1,0,11,0,0,0,1
A148,12/1/2016,2100,12/1/2015,2100,1,0,72,0,0,0,1
A149,12/1/2016,7470,12/1/2015,5000,1,0,660,0,0,0,1
A150,12/1/2016,1200,12/1/2015,1200,0,0,15,0,0,0,1
A151,12/1/2016,5000,12/1/2015,5000,1,0,22,0,0,0,1
A152,9/1/2015,4800,9/1/2014,4800,0,0,0,144,0,0,0
A153,12/1/2016,2100,12/1/2015,2100,0,0,208,0,0,0,1
A154,12/1/2016,11612,12/1/2015,5242,1,0,4172,0,0,0,1
A155,11/1/2016,3000,11/1/2015,3000,0,0,20,189,19703,0,1
A156,12/1/2016,5080,12/1/2015,399,1,1,0,0,0,0,1
A157,12/1/2016,3000,12/1/2015,3000,0,0,187,0,0,0,1
A158,9/1/2014,4165,9/1/2013,0,0,0,0,0,0,,0
A159,11/1/2016,2500,11/1/2015,2500,1,0,252,772,1602683,0,1
A160,7/1/2015,1500,7/1/2014,1500,0,0,0,567,44347,0,0
A161,3/1/2016,1700,3/1/2015,1700,1,0,4,374,43021,0,0
A162,12/1/2016,2550,12/1/2015,2550,1,0,4031,0,0,0,1
A163,12/1/2016,3300,12/1/2015,5500,1,0,0,0,0,-2200,1
A164,3/1/2016,1700,3/1/2015,1700,1,0,6,157,26166,0,0
A165,12/1/2016,3000,12/1/2015,3000,1,0,585,0,0,0,1
A166,12/1/2016,984,12/1/2015,500,1,0,989,0,0,0,1
A167,12/1/2016,3417,12/1/2015,499,1,0,432,0,0,0,1
A168,12/1/2016,1500,12/1/2015,1500,1,0,1078,0,0,0,1
A169,11/1/2016,5500,11/1/2015,5500,1,0,0,137,96,0,1
A170,12/1/2016,2430,12/1/2015,79,1,1,0,0,0,0,1
A171,1/1/2016,3500,1/1/2015,3500,0,0,0,195,378,0,0
A172,3/1/2013,2500,,0,0,0,0,0,0,,0
A173,12/1/2016,4000,12/1/2015,4000,1,1,288,0,0,0,1
A174,7/1/2015,3100,7/1/2014,4039,0,1,294,454,246897,-939,0
A175,12/1/2016,4000,12/1/2015,4000,0,0,12,0,0,0,1
A176,12/1/2016,399,12/1/2015,399,1,0,108,0,0,0,1
A177,12/1/2016,3875,12/1/2015,2500,1,0,264,0,0,0,1
A178,12/1/2016,3000,12/1/2015,3000,1,0,12,0,0,0,1
A179,12/1/2016,900,12/1/2015,0,0,0,0,0,0,,1
A180,5/1/2015,2850,5/1/2014,2850,0,0,0,241,63716,0,0
A181,9/1/2014,1500,9/1/2013,3000,0,0,0,0,0,-1500,0
A182,10/1/2016,496,10/1/2015,1099,0,0,9,43,7,-603,0
A183,12/1/2016,10500,12/1/2015,8400,1,1,1836,0,0,0,1
A184,3/1/2015,3000,3/1/2014,3000,0,0,0,61,0,0,0
A185,12/1/2016,8000,12/1/2015,8000,1,0,429,0,0,0,1
A186,1/1/2016,3000,1/1/2015,3000,1,0,0,176,59711,0,0
A187,12/1/2016,8000,12/1/2015,8000,1,0,221,0,0,0,1
A188,10/1/2015,79,10/1/2014,79,0,0,0,10,0,0,0
A189,12/1/2016,5300,12/1/2015,5300,1,1,2088,0,0,0,1
A190,12/1/2016,1847,12/1/2015,1848,1,0,816,0,0,-1,1
A191,12/1/2016,6100,12/1/2015,6100,1,1,143,0,0,0,1
A192,12/1/2016,1737,12/1/2015,1737,1,0,96,0,0,0,1
A193,12/1/2016,3490,12/1/2015,3632,0,0,180,0,0,-142,1
A194,12/1/2016,3500,12/1/2015,3000,1,0,345,0,0,0,1
A195,12/1/2013,0,12/1/2012,2850,0,0,0,0,0,-2850,0
A196,6/1/2016,3000,6/1/2015,3000,0,0,0,0,0,0,0
A197,12/1/2016,13122,12/1/2015,8316,1,0,682,0,0,0,1
A198,9/1/2016,2000,9/1/2015,2000,0,0,24,56,4,0,0
A199,3/1/2015,2500,,0,0,0,0,183,936104,,0
A200,12/1/2016,7100,12/1/2015,7100,1,0,444,0,0,0,1
A201,12/1/2016,8600,12/1/2015,6000,1,0,3325,0,0,0,1
A202,12/1/2016,3000,12/1/2015,3000,1,0,0,0,0,0,1
A203,12/1/2016,399,12/1/2015,399,1,0,104,0,0,0,1
A204,12/1/2016,4700,12/1/2015,4000,1,0,231,0,0,0,1
A205,2/1/2014,1500,2/1/2013,1500,0,0,0,0,0,0,0
A206,12/1/2016,1852,12/1/2015,798,1,0,224,0,0,0,1
A207,12/1/2016,1622,12/1/2015,1692,1,1,192,0,0,-70,1
A208,12/1/2014,499,12/1/2013,499,0,0,0,0,0,0,0
A209,4/1/2016,7582,4/1/2015,9017,1,0,46,592,749673,-1435,0
A210,12/1/2015,6000,12/1/2014,6000,1,0,4,380,0,0,0
A211,12/1/2016,3272,12/1/2015,3629,1,1,528,0,0,-357,1
A212,12/1/2016,2662,12/1/2015,2286,1,1,528,0,0,0,1
A213,11/1/2015,2000,11/1/2014,2000,0,0,0,449,38235,0,0
A214,5/1/2013,3000,,0,0,0,0,0,0,,0
A215,12/1/2016,1056,12/1/2015,1066,1,0,312,0,0,-10,1
A216,12/1/2016,2000,12/1/2015,0,0,0,52,0,0,,1
A217,9/1/2015,3500,9/1/2014,3500,0,1,0,117,2236,0,0
A218,12/1/2016,5876,12/1/2015,3453,1,0,1008,0,0,0,1
A219,12/1/2016,3200,12/1/2015,3200,1,0,384,0,0,0,1
A220,1/1/2014,3333,,0,0,0,0,0,0,,0
A221,5/1/2016,1275,5/1/2015,1275,1,0,15,84,0,0,0
A222,11/1/2016,1609,11/1/2015,1610,1,0,27,84,196,-1,1
A223,12/1/2016,3667,12/1/2015,9000,1,0,363,0,0,-5333,1
A224,12/1/2016,3000,12/1/2015,3000,1,0,84,0,0,0,1
A225,12/1/2016,2500,12/1/2015,2500,1,1,1068,0,0,0,1
A226,6/1/2015,3000,6/1/2014,3000,0,0,0,37,0,0,0
A227,12/1/2013,0,12/1/2012,7000,0,0,0,0,0,-7000,0
A228,12/1/2015,399,12/1/2014,399,1,0,0,173,93162,0,0
A229,12/1/2013,3000,12/1/2012,399,0,0,0,0,0,0,0
A230,10/1/2016,2114,10/1/2015,332,0,0,0,0,0,0,0
A231,11/1/2013,399,,0,0,0,0,0,0,,0
A232,12/1/2016,4000,12/1/2015,4000,1,0,432,0,0,0,1
A233,12/1/2016,359,12/1/2015,359,0,0,144,0,0,0,1
A234,1/1/2013,1700,,0,0,0,0,0,0,,0
A235,7/1/2014,1734,7/1/2013,1750,0,0,0,0,0,-16,0
A236,4/1/2013,3000,,0,0,0,0,0,0,,0
A237,3/1/2015,3450,3/1/2014,3450,0,0,0,315,1111715,0,0
A238,12/1/2016,9900,12/1/2015,9900,1,1,143,0,0,0,1
A239,2/1/2013,1350,,0,0,0,0,0,0,,0
A240,7/1/2014,6250,7/1/2013,6250,0,0,0,0,0,0,0
A241,8/1/2013,1500,8/1/2012,1000,0,0,0,0,0,0,0
A242,3/1/2014,3225,3/1/2013,3000,0,0,0,0,0,0,0
A243,9/1/2015,8000,9/1/2014,8000,0,0,0,238,119,0,0
A244,12/1/2016,10906,12/1/2015,6675,1,1,1430,0,0,0,1
A245,12/1/2016,800,12/1/2015,800,1,1,576,0,0,0,1
A246,12/1/2016,2625,12/1/2015,2625,0,0,84,0,0,0,1
A247,12/1/2016,2000,12/1/2015,2000,1,0,986,0,0,0,1
A248,8/1/2013,2000,,0,0,0,0,0,0,,0
A249,12/1/2016,3216,12/1/2015,3216,1,0,528,0,0,0,1
A250,12/1/2015,2824,,0,0,1,0,0,0,,0
A251,11/1/2014,1700,11/1/2013,1700,0,0,0,0,0,0,0
A252,12/1/2016,3000,12/1/2015,3000,1,0,550,0,0,0,1
A253,12/1/2016,2000,12/1/2015,2000,1,0,451,0,0,0,1
A254,12/1/2016,4477,12/1/2015,2433,1,0,46,0,0,0,1
A255,12/1/2016,1500,12/1/2015,1500,1,0,24,0,0,0,1
A256,12/1/2016,2550,12/1/2015,2550,1,0,1598,0,0,0,1
A257,12/1/2016,3000,12/1/2015,3000,0,0,121,0,0,0,1
A258,12/1/2016,4000,12/1/2015,4000,1,0,1380,0,0,0,1
A259,12/1/2016,1349,12/1/2015,1349,1,0,168,0,0,0,1
A260,8/1/2016,79,8/1/2015,79,0,0,14,0,0,0,0
A261,12/1/2016,1747,12/1/2015,359,1,0,7,0,0,0,1
A262,12/1/2016,6000,12/1/2015,6000,1,0,2772,0,0,0,1
A263,12/1/2016,9000,12/1/2015,6000,1,1,81,0,0,0,1
A264,11/1/2015,3249,11/1/2014,3522,0,1,0,0,0,-273,0
A265,12/1/2016,2500,12/1/2015,1500,1,0,732,0,0,0,1
A266,6/1/2016,2453,6/1/2015,293,1,0,96,741,93671,0,0
A267,12/1/2016,2634,12/1/2015,2729,1,0,1224,0,0,-95,1
A268,12/1/2016,2407,12/1/2015,79,1,0,144,0,0,0,1
A269,10/1/2013,3000,10/1/2012,3000,0,0,0,0,0,0,0
A270,12/1/2016,3000,12/1/2015,3000,0,0,72,0,0,0,1
A271,3/1/2016,5000,3/1/2015,5000,0,0,46,150,2221,0,0
A272,5/1/2013,3000,,0,0,0,0,0,0,,0
A273,12/1/2016,42860,12/1/2015,8000,1,0,240,0,0,0,1
A274,12/1/2016,1738,12/1/2015,1802,0,0,96,0,0,-64,1
A275,12/1/2016,3000,12/1/2015,3000,1,0,432,0,0,0,1
A276,7/1/2016,5864,,0,1,0,402,1216,3403335,,0
A277,12/1/2016,3333,12/1/2015,3333,1,0,228,0,0,0,1
A278,12/1/2016,1250,12/1/2015,1250,1,0,561,0,0,0,1
A279,12/1/2016,4908,12/1/2015,6210,0,0,840,0,0,-1302,1
A280,12/1/2016,1250,12/1/2015,1250,1,1,156,0,0,0,1
A281,12/1/2016,3000,12/1/2015,3000,1,1,180,0,0,0,1
A282,12/1/2016,1000,12/1/2015,1000,0,0,11,0,0,0,1
A283,12/1/2016,2500,12/1/2015,2000,1,0,108,0,0,0,1
A284,12/1/2016,1700,12/1/2015,1700,1,0,48,0,0,0,1
A285,8/1/2016,1995,8/1/2015,1995,0,0,70,526,522001,0,0
A286,12/1/2016,3000,12/1/2015,3000,1,0,66,0,0,0,1
A287,12/1/2016,3000,12/1/2015,3000,1,0,204,0,0,0,1
A288,12/1/2016,3350,12/1/2015,3350,0,0,192,0,0,0,1
A289,7/1/2014,399,7/1/2013,1200,0,0,0,0,0,-801,0
A290,12/1/2016,3000,12/1/2015,3000,1,0,644,0,0,0,1
A291,10/1/2013,7520,,0,0,0,0,0,0,,0
A292,12/1/2016,1575,12/1/2015,1575,0,0,0,0,0,0,1
A293,12/1/2016,1000,12/1/2015,399,1,0,672,0,0,0,1
A294,12/1/2016,6000,12/1/2015,6000,1,0,836,0,0,0,1
A295,12/1/2016,5550,12/1/2015,5550,1,0,160,0,0,0,1
A296,12/1/2016,1500,12/1/2015,1500,0,0,120,0,0,0,1
A297,12/1/2016,2500,12/1/2015,3000,1,0,72,0,0,-500,1
A298,9/1/2013,1833,,0,0,0,0,0,0,,0
A299,6/1/2016,2841,6/1/2015,0,0,1,44,1,0,,0
A300,12/1/2016,2700,12/1/2015,2700,1,1,36,0,0,0,1
A301,12/1/2016,3656,12/1/2015,2500,1,0,264,0,0,0,1
A302,12/1/2016,1250,12/1/2015,1222,1,0,456,0,0,0,1
A303,12/1/2016,4146,12/1/2015,2100,1,0,38,0,0,0,1
A304,12/1/2016,5000,12/1/2015,5000,1,0,360,0,0,0,1
A305,3/1/2015,399,3/1/2014,399,0,0,0,0,0,0,0
A306,12/1/2016,3425,12/1/2015,1013,1,0,24,0,0,0,1
A307,12/1/2016,2500,12/1/2015,2500,1,0,264,0,0,0,1
A308,12/1/2013,6000,,0,0,0,0,0,0,,0
A309,11/1/2014,4000,11/1/2013,4000,0,0,0,0,0,0,0
A310,12/1/2016,3053,12/1/2015,3053,0,0,12,0,0,0,1
A311,11/1/2013,4000,,0,0,0,0,0,0,,0
A312,4/1/2015,1500,4/1/2014,1500,0,0,0,0,0,0,0
A313,12/1/2016,6000,12/1/2015,6000,1,0,780,0,0,0,1
A314,12/1/2016,7271,12/1/2015,7046,1,1,435,0,0,0,1
A315,12/1/2016,1000,12/1/2015,1000,1,0,0,0,0,0,1
A316,12/1/2016,3750,12/1/2015,3750,1,0,180,0,0,0,1
A317,12/1/2016,4733,12/1/2015,4786,1,1,1247,0,0,-53,1
A318,12/1/2016,2063,12/1/2015,71,1,1,0,0,0,0,1
A319,1/1/2014,1797,,0,0,0,0,0,0,,0
A320,12/1/2016,3150,12/1/2015,3000,1,0,154,0,0,0,1
A321,12/1/2016,1201,12/1/2015,944,1,0,250,0,0,0,1
A322,12/1/2016,1228,12/1/2015,1487,1,0,60,0,0,-259,1
A323,5/1/2015,2500,5/1/2014,3000,0,0,0,3584,6401290,-500,0
A324,3/1/2016,4500,3/1/2015,4500,0,0,0,293,27464,0,0
A325,5/1/2015,0,5/1/2014,1691,0,1,0,2,0,-1691,0
A326,12/1/2016,2198,12/1/2015,2641,1,0,171,0,0,-443,1
A327,10/1/2016,1066,10/1/2015,1153,0,0,0,20,14,-87,0
A328,10/1/2014,3000,10/1/2013,3000,0,0,0,0,0,0,0
A329,12/1/2016,2500,12/1/2015,2500,1,0,55,0,0,0,1
A330,11/1/2015,399,11/1/2014,399,0,0,0,20,0,0,0
A331,12/1/2016,1554,12/1/2015,1917,1,1,240,0,0,-363,1
A332,12/1/2016,3000,12/1/2015,3000,1,0,204,0,0,0,1
A333,12/1/2016,4000,12/1/2015,4000,1,0,700,0,0,0,1
A334,12/1/2016,1662,12/1/2015,0,1,0,24,0,0,,1
A335,12/1/2016,213744,12/1/2015,53437,1,1,620,0,0,0,1
A336,8/1/2015,3900,8/1/2014,3600,0,0,0,36,942,0,0
A337,1/1/2014,1200,,0,0,0,0,0,0,,0
A338,6/1/2013,3000,,0,0,0,0,0,0,,0
A339,12/1/2016,3000,12/1/2015,3000,0,0,77,0,0,0,1
A340,12/1/2016,4167,12/1/2015,2083,0,0,0,0,0,0,1
A341,7/1/2016,1750,7/1/2015,0,1,0,24,53,132175,,0
A342,12/1/2016,1966,12/1/2015,2309,1,0,260,0,0,-343,1
A343,11/1/2016,2537,11/1/2015,359,1,1,840,351,287675,0,1
A344,10/1/2016,2385,10/1/2015,2385,1,1,64,99,52,0,0
A345,12/1/2014,79,12/1/2013,105,0,0,0,0,0,-26,0
A346,5/1/2016,17,5/1/2015,17,0,0,0,0,0,0,0
A347,12/1/2016,1500,12/1/2015,1500,1,0,0,0,0,0,1
A348,2/1/2016,3720,,0,1,0,36,95,40273,,0
A349,11/1/2014,4000,11/1/2013,0,0,0,0,0,0,,0
A350,12/1/2016,3500,12/1/2015,3500,1,0,1188,0,0,0,1
A351,7/1/2016,3154,7/1/2015,3149,0,0,6,88,7,0,0
A352,12/1/2016,3150,12/1/2015,3150,1,0,550,0,0,0,1
A353,3/1/2016,1955,3/1/2015,1986,1,0,5,110,23,-31,0
A354,12/1/2016,3000,12/1/2015,2130,1,0,336,0,0,0,1
A355,12/1/2016,10000,12/1/2015,10000,1,0,2460,0,0,0,1
A356,12/1/2016,4000,12/1/2015,4000,1,0,516,0,0,0,1
A357,11/1/2015,2500,11/1/2014,2500,0,0,132,620,2341840,0,0
A358,12/1/2016,4425,12/1/2015,3425,0,0,24,0,0,0,1
A359,7/1/2015,1000,7/1/2014,1000,0,0,1,208,3373,0,0
A360,12/1/2016,1500,12/1/2015,1500,0,0,99,0,0,0,1
A361,8/1/2016,1600,8/1/2015,1600,0,0,0,26,25,0,0
A362,12/1/2016,6000,12/1/2015,6000,1,0,110,0,0,0,1
A363,6/1/2016,1341,6/1/2015,1374,0,0,0,44,13,-33,0
A364,12/1/2016,19500,12/1/2015,4500,1,0,960,0,0,0,1
A365,1/1/2016,360,1/1/2015,399,0,0,0,0,0,-39,0
A366,1/1/2015,2500,1/1/2014,2500,0,0,0,0,0,0,0
A367,7/1/2013,3000,,0,0,0,0,0,0,,0
A368,6/1/2015,2500,6/1/2014,399,0,0,0,190,339173,0,0
A369,12/1/2016,2546,12/1/2015,79,1,0,228,0,0,0,1
A370,12/1/2016,1000,12/1/2015,2000,0,0,0,0,0,-1000,1
A371,1/1/2016,3000,1/1/2015,3000,1,0,0,134,611672,0,0
A372,12/1/2016,6150,12/1/2015,6150,1,0,308,0,0,0,1
A373,2/1/2013,1000,,0,0,0,0,0,0,,0
A374,9/1/2014,2000,9/1/2013,4500,0,0,0,0,0,-2500,0
A375,6/1/2015,3000,6/1/2014,3000,0,0,20,455,163084,0,0
A376,4/1/2015,3250,4/1/2014,3203,0,0,0,95,50941,0,0
A377,12/1/2016,7825,12/1/2015,6948,1,0,1290,0,0,0,1
A378,12/1/2016,1659,12/1/2015,2609,1,0,144,0,0,-950,1
A379,10/1/2015,9653,10/1/2014,9389,0,0,0,1226,10843555,0,0
A380,12/1/2016,3000,12/1/2015,3000,1,0,187,0,0,0,1
A381,12/1/2016,2683,12/1/2015,79,1,0,286,0,0,0,1
A382,12/1/2016,3500,12/1/2015,3500,0,0,66,0,0,0,1
A383,5/1/2015,3571,5/1/2014,4000,0,0,0,71,0,-429,0
A384,12/1/2015,1000,12/1/2014,13,1,0,0,19,5,0,0
