customer_id,for_month,mrr,last_yr,last_mrr,sig_exp_90,partner_flag,logins,running_experiment_days,utilization,churn_dollars,churned
A1996,12/1/2016,4166,,0,1,1,0,0,0,,1
A1997,12/1/2016,3859,,0,1,0,228,0,0,,1
A1998,12/1/2016,2025,,0,1,1,60,0,0,,1
A1999,12/1/2016,2375,,0,1,0,66,0,0,,1
A2000,12/1/2016,1366,,0,1,0,120,0,0,,1
A2001,12/1/2016,1250,,0,1,1,400,0,0,,1
A2002,12/1/2016,2283,,0,1,0,60,0,0,,1
A2003,12/1/2016,1202,,0,0,0,36,0,0,,1
A2004,12/1/2016,4300,,0,0,1,12,0,0,,1
A2005,12/1/2016,1083,,0,0,0,24,0,0,,1
A2006,11/1/2016,2587,,0,0,0,0,0,0,,1
A2007,12/1/2016,3000,,0,1,0,63,0,0,,1
A2008,12/1/2016,2000,,0,0,0,0,0,0,,1
A2009,12/1/2016,1224,,0,0,0,0,0,0,,1
A2010,12/1/2016,1500,,0,0,0,30,0,0,,1
A2011,12/1/2016,1730,,0,1,1,204,0,0,,1
A2012,12/1/2016,1000,,0,1,1,36,0,0,,1
A2013,12/1/2016,1683,,0,1,0,30,0,0,,1
A2014,12/1/2016,3575,,0,1,0,132,0,0,,1
A2015,12/1/2016,4526,,0,0,0,180,0,0,,1
A2016,12/1/2016,5125,,0,1,1,156,0,0,,1
A2017,12/1/2016,1500,,0,0,0,0,0,0,,1
A2018,11/1/2016,1500,,0,0,0,0,0,0,,1
A2019,12/1/2016,1250,,0,0,1,40,0,0,,1
A2020,12/1/2016,3825,,0,1,1,22,0,0,,1
A2021,12/1/2016,5789,,0,1,0,204,0,0,,1
A2022,12/1/2016,2767,,0,0,1,0,0,0,,1
A2023,12/1/2016,1625,,0,1,1,180,0,0,,1
A2024,12/1/2016,2000,,0,1,0,12,0,0,,1
A2025,11/1/2016,6768,,0,0,1,0,0,0,,1
A2026,12/1/2016,2936,,0,1,1,444,0,0,,1
A2027,12/1/2016,2697,,0,0,0,84,0,0,,1
A2028,12/1/2016,2380,,0,1,0,0,0,0,,1
A2029,12/1/2016,2442,,0,1,1,204,0,0,,1
A2030,12/1/2016,2000,,0,0,0,24,0,0,,1
A2031,12/1/2016,12075,,0,0,0,0,0,0,,1
A2032,12/1/2016,1042,,0,0,0,0,0,0,,1
A2033,12/1/2016,1050,,0,0,0,156,0,0,,1
A2034,12/1/2016,2928,,0,1,0,96,0,0,,1
A2035,11/1/2016,7815,,0,0,1,0,0,0,,1
A2036,12/1/2016,1200,,0,0,0,48,0,0,,1
A2037,12/1/2016,2794,,0,1,0,741,0,0,,1
A2038,12/1/2016,1052,,0,0,0,48,0,0,,1
A2039,12/1/2016,5500,,0,1,0,36,0,0,,1
A2040,12/1/2016,1500,,0,0,0,0,0,0,,1
A2041,12/1/2016,1500,,0,1,0,0,0,0,,1
A2042,12/1/2016,1250,,0,0,0,0,0,0,,1
A2043,12/1/2016,1507,,0,1,0,144,0,0,,1
A2044,12/1/2016,16750,,0,0,0,1008,0,0,,1
A2045,12/1/2016,2460,,0,1,0,48,0,0,,1
A2046,12/1/2016,4864,,0,1,0,696,0,0,,1
A2047,11/1/2016,5125,,0,0,0,0,0,0,,1
A2048,12/1/2016,2414,,0,1,0,360,0,0,,1
A2049,12/1/2016,1572,,0,1,1,0,0,0,,1
A2050,12/1/2016,1500,,0,0,0,24,0,0,,1
A2051,12/1/2016,1435,,0,0,0,156,0,0,,1
A2052,12/1/2016,3323,,0,1,1,200,0,0,,1
A2053,12/1/2016,4600,,0,1,1,96,0,0,,1
A2054,12/1/2016,2450,,0,0,0,22,0,0,,1
A2055,12/1/2016,3300,,0,1,0,12,0,0,,1
A2056,12/1/2016,1200,,0,1,1,12,0,0,,1
A2057,12/1/2016,1500,,0,1,1,110,0,0,,1
A2058,12/1/2016,1600,,0,1,1,0,0,0,,1
A2059,12/1/2016,6600,,0,1,0,276,0,0,,1
A2060,12/1/2016,5416,,0,1,1,168,0,0,,1
A2061,12/1/2016,20978,,0,0,0,684,0,0,,1
A2062,12/1/2016,1500,,0,0,0,120,0,0,,1
A2063,12/1/2016,3130,,0,0,0,72,0,0,,1
A2064,12/1/2016,1250,,0,1,1,189,0,0,,1
A2065,12/1/2016,2000,,0,1,0,12,0,0,,1
A2066,12/1/2016,1925,,0,0,0,12,0,0,,1
A2067,12/1/2016,1475,,0,0,1,96,0,0,,1
A2068,12/1/2016,4818,,0,0,0,90,0,0,,1
A2069,12/1/2016,1875,,0,0,1,90,0,0,,1
A2070,12/1/2016,1200,,0,1,0,120,0,0,,1
A2071,12/1/2016,1250,,0,0,1,45,0,0,,1
A2072,12/1/2016,1300,,0,1,0,336,0,0,,1
A2073,12/1/2016,1717,,0,1,0,10,0,0,,1
A2074,12/1/2016,1443,,0,1,1,18,0,0,,1
A2075,12/1/2016,1000,,0,1,1,60,0,0,,1
A2076,12/1/2016,7300,,0,0,0,24,0,0,,1
A2077,12/1/2016,1528,,0,0,0,36,0,0,,1
A2078,12/1/2016,3627,,0,1,0,12,0,0,,1
A2079,12/1/2016,2175,,0,0,0,12,0,0,,1
A2080,12/1/2016,2035,,0,1,0,156,0,0,,1
A2081,12/1/2016,2000,,0,1,0,0,0,0,,1
A2082,12/1/2016,10000,,0,1,0,108,0,0,,1
A2083,12/1/2016,1000,,0,0,0,84,0,0,,1
A2084,12/1/2016,2642,,0,0,0,24,0,0,,1
A2085,12/1/2016,2000,,0,1,1,24,0,0,,1
A2086,12/1/2016,2360,,0,1,0,576,0,0,,1
A2087,12/1/2016,4763,,0,1,1,420,0,0,,1
A2088,12/1/2016,4840,,0,0,0,0,0,0,,1
A2089,12/1/2016,2000,,0,0,0,24,0,0,,1
A2090,12/1/2016,1833,,0,1,0,0,0,0,,1
A2091,12/1/2016,6000,,0,1,0,18,0,0,,1
A2092,12/1/2016,3125,,0,1,0,243,0,0,,1
A2093,12/1/2016,1162,,0,1,1,144,0,0,,1
A2094,12/1/2016,3250,,0,1,1,168,0,0,,1
A2095,12/1/2016,1500,,0,1,1,171,0,0,,1
A2096,12/1/2016,3142,,0,1,1,36,0,0,,1
A2097,12/1/2016,1500,,0,1,1,204,0,0,,1
A2098,12/1/2016,1978,,0,1,0,0,0,0,,1
A2099,12/1/2016,2900,,0,1,0,720,0,0,,1
A2100,12/1/2016,4107,,0,1,0,540,0,0,,1
A2101,12/1/2016,1034,,0,0,1,36,0,0,,1
A2102,12/1/2016,1292,,0,1,0,18,0,0,,1
A2103,12/1/2016,2750,,0,0,0,66,0,0,,1
A2104,12/1/2016,6000,,0,1,0,60,0,0,,1
A2105,12/1/2016,1325,,0,1,0,6,0,0,,1
A2106,12/1/2016,2826,,0,1,0,120,0,0,,1
A2107,12/1/2016,3559,,0,1,0,0,0,0,,1
A2108,12/1/2016,2261,,0,1,1,80,0,0,,1
A2109,12/1/2016,1500,,0,1,0,48,0,0,,1
A2110,12/1/2016,2222,,0,0,0,12,0,0,,1
A2111,12/1/2016,1657,,0,1,0,96,0,0,,1
A2112,12/1/2016,3655,,0,0,0,288,0,0,,1
A2113,12/1/2016,5354,,0,1,0,24,0,0,,1
A2114,12/1/2016,3000,,0,1,1,18,0,0,,1
A2115,12/1/2016,4675,,0,0,1,0,0,0,,1
A2116,12/1/2016,4830,,0,1,1,624,0,0,,1
A2117,12/1/2016,1250,,0,1,1,49,0,0,,1
A2118,12/1/2016,1795,,0,1,1,357,0,0,,1
A2119,12/1/2016,1325,,0,1,1,80,0,0,,1
A2120,12/1/2016,1321,,0,1,0,54,0,0,,1
A2121,12/1/2016,1250,,0,0,0,120,0,0,,1
A2122,12/1/2016,2341,,0,0,0,48,0,0,,1
A2123,12/1/2016,2589,,0,0,1,64,0,0,,1
A2124,12/1/2016,4298,,0,0,0,264,0,0,,1
A2125,12/1/2016,2997,,0,1,1,324,0,0,,1
A2126,12/1/2016,3140,,0,1,0,0,0,0,,1
A2127,12/1/2016,17830,,0,0,1,24,0,0,,1
A2128,12/1/2016,8229,,0,1,1,192,0,0,,1
A2129,12/1/2016,1100,,0,0,0,48,0,0,,1
A2130,12/1/2016,2400,,0,1,0,162,0,0,,1
A2131,12/1/2016,1000,,0,1,0,72,0,0,,1
A2132,12/1/2016,2221,,0,0,0,0,0,0,,1
A2133,12/1/2016,2067,,0,1,0,168,0,0,,1
A2134,12/1/2016,2040,,0,1,0,30,0,0,,1
A2135,12/1/2016,4107,,0,0,1,528,0,0,,1
A2136,12/1/2016,3222,,0,1,0,45,0,0,,1
A2137,12/1/2016,1000,,0,1,0,192,0,0,,1
A2138,12/1/2016,4500,,0,1,0,36,0,0,,1
A2139,12/1/2016,5978,,0,0,1,24,0,0,,1
A2140,12/1/2016,13962,,0,1,1,0,0,0,,1
A2141,12/1/2016,4459,,0,0,0,0,0,0,,1
A2142,12/1/2016,1971,,0,1,0,156,0,0,,1
A2143,12/1/2016,4306,,0,0,0,0,0,0,,1
A2144,12/1/2016,1000,,0,1,0,144,0,0,,1
A2145,12/1/2016,1319,,0,0,1,0,0,0,,1
A2146,12/1/2016,3000,,0,0,0,0,0,0,,1
A2147,12/1/2016,1250,,0,0,1,0,0,0,,1
A2148,12/1/2016,4583,,0,0,1,72,0,0,,1
A2149,12/1/2016,1905,,0,1,0,180,0,0,,1
A2150,12/1/2016,1108,,0,1,1,60,0,0,,1
A2151,12/1/2016,2348,,0,1,0,108,0,0,,1
A2152,12/1/2016,1250,,0,0,1,12,0,0,,1
A2153,12/1/2016,1000,,0,0,0,0,0,0,,1
A2154,12/1/2016,2900,,0,0,0,0,0,0,,1
A2155,12/1/2016,10072,,0,1,1,279,0,0,,1
A2156,12/1/2016,3598,,0,1,0,6,0,0,,1
A2157,12/1/2016,3587,,0,1,1,24,0,0,,1
A2158,12/1/2016,1305,,0,0,1,0,0,0,,1
A2159,12/1/2016,2275,,0,1,1,63,0,0,,1
A2160,12/1/2016,4500,,0,0,0,18,0,0,,1
A2161,12/1/2016,3209,,0,0,1,9,0,0,,1
A2162,12/1/2016,5060,,0,0,0,9,0,0,,1
A2163,12/1/2016,2798,,0,0,1,30,0,0,,1
A2164,12/1/2016,2064,,0,1,0,130,0,0,,1
A2165,12/1/2016,2600,,0,1,1,600,0,0,,1
A2166,12/1/2016,1651,,0,1,1,14,0,0,,1
A2167,12/1/2016,4583,,0,0,1,156,0,0,,1
A2168,12/1/2016,1590,,0,1,0,168,0,0,,1
A2169,12/1/2016,1703,,0,1,1,21,0,0,,1
A2170,12/1/2016,1500,,0,0,0,36,0,0,,1
A2171,12/1/2016,3900,,0,1,1,0,0,0,,1
A2172,12/1/2016,8156,,0,1,1,884,0,0,,1
A2173,12/1/2016,1108,,0,1,0,228,0,0,,1
A2174,12/1/2016,1500,,0,0,0,0,0,0,,1
A2175,12/1/2016,1018,,0,1,0,12,0,0,,1
A2176,12/1/2016,1500,,0,0,0,12,0,0,,1
A2177,12/1/2016,2259,,0,0,0,66,0,0,,1
A2178,12/1/2016,1500,,0,1,1,7,0,0,,1
A2179,12/1/2016,3350,,0,0,1,138,0,0,,1
A2180,12/1/2016,2050,,0,1,0,216,0,0,,1
A2181,12/1/2016,3530,,0,1,0,132,0,0,,1
A2182,12/1/2016,2400,,0,1,1,24,0,0,,1
A2183,12/1/2016,2415,,0,0,0,0,0,0,,1
A2184,12/1/2016,1700,,0,1,0,72,0,0,,1
A2185,12/1/2016,1250,,0,0,0,216,0,0,,1
A2186,12/1/2016,2500,,0,0,0,0,0,0,,1
A2187,12/1/2016,1440,,0,1,0,90,0,0,,1
A2188,12/1/2016,1834,,0,0,0,0,0,0,,1
A2189,12/1/2016,3246,,0,0,0,0,0,0,,1
A2190,12/1/2016,1000,,0,0,0,36,0,0,,1
A2191,12/1/2016,3898,,0,1,1,456,0,0,,1
A2192,12/1/2016,2040,,0,1,0,30,0,0,,1
A2193,12/1/2016,2248,,0,0,1,0,0,0,,1
A2194,12/1/2016,3667,,0,1,1,144,0,0,,1
A2195,12/1/2016,2482,,0,0,0,48,0,0,,1
A2196,12/1/2016,1010,,0,1,0,144,0,0,,1
A2197,12/1/2016,2129,,0,0,1,0,0,0,,1
A2198,12/1/2016,2691,,0,1,0,0,0,0,,1
A2199,12/1/2016,1730,,0,1,1,156,0,0,,1
A2200,12/1/2016,1028,,0,0,0,0,0,0,,1
A2201,12/1/2016,3000,,0,1,1,36,0,0,,1
A2202,12/1/2016,1250,,0,1,0,0,0,0,,1
A2203,12/1/2016,2108,,0,0,0,18,0,0,,1
A2204,12/1/2016,1500,,0,1,1,48,0,0,,1
A2205,12/1/2016,4833,,0,0,1,204,0,0,,1
A2206,12/1/2016,1200,,0,0,0,24,0,0,,1
A2207,12/1/2016,1900,,0,1,0,120,0,0,,1
A2208,12/1/2016,4990,,0,1,0,39,0,0,,1
A2209,12/1/2016,4040,,0,0,1,75,0,0,,1
A2210,12/1/2016,2972,,0,1,1,156,0,0,,1
A2211,12/1/2016,6559,,0,1,0,165,0,0,,1
A2212,12/1/2016,1673,,0,1,0,0,0,0,,1
A2213,12/1/2016,3000,,0,0,1,72,0,0,,1
A2214,12/1/2016,4643,,0,0,1,102,0,0,,1
A2215,12/1/2016,4682,,0,0,1,0,0,0,,1
A2216,12/1/2016,1696,,0,1,0,24,0,0,,1
A2217,12/1/2016,3000,,0,1,1,72,0,0,,1
A2218,12/1/2016,2229,,0,1,0,72,0,0,,1
A2219,12/1/2016,3559,,0,1,0,1080,0,0,,1
A2220,12/1/2016,10021,,0,0,1,96,0,0,,1
A2221,12/1/2016,8333,,0,0,0,0,0,0,,1
A2222,12/1/2016,1125,,0,0,0,108,0,0,,1
A2223,12/1/2016,1200,,0,0,0,6,0,0,,1
A2224,12/1/2016,1000,,0,1,1,96,0,0,,1
A2225,12/1/2016,1100,,0,1,0,30,0,0,,1
A2226,12/1/2016,1985,,0,1,0,15,0,0,,1
A2227,12/1/2016,8333,,0,1,0,72,0,0,,1
A2228,12/1/2016,1495,,0,1,1,300,0,0,,1
A2229,12/1/2016,1838,,0,0,0,48,0,0,,1
A2230,12/1/2016,1600,,0,0,0,30,0,0,,1
A2231,12/1/2016,5417,,0,0,1,696,0,0,,1
A2232,12/1/2016,3655,,0,0,0,0,0,0,,1
A2233,12/1/2016,1800,,0,0,0,6,0,0,,1
A2234,12/1/2016,1625,,0,1,1,56,0,0,,1
A2235,12/1/2016,3571,,0,1,0,240,0,0,,1
A2236,12/1/2016,2590,,0,0,0,120,0,0,,1
A2237,12/1/2016,2500,,0,0,0,12,0,0,,1
A2238,12/1/2016,2200,,0,1,1,78,0,0,,1
A2239,12/1/2016,2400,,0,1,0,132,0,0,,1
A2240,12/1/2016,5074,,0,0,0,0,0,0,,1
A2241,12/1/2016,3900,,0,0,0,276,0,0,,1
A2242,12/1/2016,1665,,0,0,0,0,0,0,,1
A2243,12/1/2016,1000,,0,0,0,72,0,0,,1
A2244,12/1/2016,6481,,0,0,0,276,0,0,,1
A2245,12/1/2016,1625,,0,0,1,204,0,0,,1
A2246,12/1/2016,9167,,0,1,0,1008,0,0,,1
A2247,12/1/2016,1625,,0,0,0,12,0,0,,1
A2248,12/1/2016,3316,,0,0,1,336,0,0,,1
A2249,12/1/2016,5718,,0,0,1,24,0,0,,1
A2250,12/1/2016,3238,,0,0,0,18,0,0,,1
A2251,12/1/2016,1967,,0,0,0,0,0,0,,1
A2252,12/1/2016,1000,,0,0,0,36,0,0,,1
A2253,12/1/2016,4588,,0,0,1,540,0,0,,1
A2254,12/1/2016,6222,,0,0,1,0,0,0,,1
A2255,12/1/2016,6589,,0,0,0,228,0,0,,1
A2256,12/1/2016,2270,,0,0,1,48,0,0,,1
A2257,12/1/2016,1252,,0,0,0,16,0,0,,1
A2258,12/1/2016,5390,,0,1,1,108,0,0,,1
A2259,12/1/2016,1000,,0,0,0,0,0,0,,1
A2260,12/1/2016,6875,,0,0,1,708,0,0,,1
A2261,12/1/2016,3750,,0,0,1,60,0,0,,1
A2262,12/1/2016,3929,,0,0,1,9,0,0,,1
A2263,12/1/2016,1000,,0,0,0,0,0,0,,1
A2264,12/1/2016,6250,,0,0,1,0,0,0,,1
A2265,12/1/2016,1000,,0,0,0,60,0,0,,1
A2266,12/1/2016,2830,,0,0,0,0,0,0,,1
A2267,12/1/2016,1332,,0,0,0,0,0,0,,1
A2268,12/1/2016,1300,,0,0,0,96,0,0,,1
A2269,12/1/2016,1000,,0,0,0,0,0,0,,1
A2270,12/1/2016,2292,,0,0,0,0,0,0,,1
A2271,12/1/2016,2079,,0,0,1,72,0,0,,1
A2272,12/1/2016,1000,,0,0,0,0,0,0,,1
A2273,12/1/2016,1700,,0,0,0,24,0,0,,1
A2274,12/1/2016,2880,,0,0,0,0,0,0,,1
A2275,11/1/2016,2500,,0,0,0,0,0,0,,1
A2276,12/1/2016,3000,,0,0,0,0,0,0,,1
A2277,12/1/2016,2571,,0,0,1,60,0,0,,1
A2278,12/1/2016,7500,,0,0,1,81,0,0,,1
A2279,12/1/2016,5294,,0,0,1,0,0,0,,1
A2280,12/1/2016,2082,,0,0,0,0,0,0,,1
A2281,12/1/2016,1000,,0,0,0,0,0,0,,1
A2282,12/1/2016,1200,,0,0,0,0,0,0,,1
A2283,12/1/2016,1000,,0,0,0,60,0,0,,1
A2284,12/1/2016,1560,,0,0,0,0,0,0,,1
A2285,12/1/2016,1200,,0,0,0,24,0,0,,1
A2286,12/1/2016,1000,,0,0,0,39,0,0,,1
A2287,12/1/2016,2721,,0,0,0,24,0,0,,1
A2288,12/1/2016,1991,,0,0,1,132,0,0,,1
A2289,11/1/2016,2082,,0,0,0,0,0,0,,1
A2290,12/1/2016,1232,,0,0,1,0,0,0,,1
A2291,12/1/2016,6170,,0,0,0,120,0,0,,1
A2292,12/1/2016,1200,,0,0,1,156,0,0,,1
A2293,12/1/2016,1250,,0,0,0,108,0,0,,1
A2294,12/1/2016,3020,,0,0,0,0,0,0,,1
A2295,12/1/2016,1400,,0,0,0,0,0,0,,1
A2296,12/1/2016,3730,,0,0,0,0,0,0,,1
A2297,12/1/2016,11667,,0,0,1,0,0,0,,1
A2298,12/1/2016,8489,,0,0,0,0,0,0,,1
A2299,12/1/2016,1592,,0,0,0,0,0,0,,1
A2300,12/1/2016,1350,,0,0,1,18,0,0,,1
A2301,12/1/2016,2090,,0,0,1,0,0,0,,1
A2302,12/1/2016,4245,,0,0,1,0,0,0,,1
A2303,12/1/2016,2734,,0,0,1,0,0,0,,1
A2304,12/1/2016,1208,,0,0,0,0,0,0,,1
A2305,12/1/2016,4250,,0,0,0,0,0,0,,1
A2306,12/1/2016,4431,,0,0,0,0,0,0,,1
A2307,12/1/2016,2500,,0,0,0,0,0,0,,1
A2308,8/1/2016,0,8/1/2015,0,0,0,0,0,0,,0
A2309,8/1/2016,0,8/1/2015,0,0,0,0,0,0,,0
A2310,2/1/2016,0,2/1/2015,0,0,1,0,0,0,,0
A2311,5/1/2015,0,5/1/2014,0,0,0,0,0,0,,0
