user_id,referrer_type,days_since_purch
293940,obsessions,15
9333638,search,22
5205348,flash_sale,16
1532274,search,89
614762,obsessions,90
9321220,obsessions,24
8760616,search,72
2891682,Misc,72
8851232,obsessions,74
7092806,obsessions,35
7661418,saved_search,32
6744124,obsessions,42
8440164,ymal,84
8997494,browse_search,80
6688768,ymal,54
2826356,obsessions,75
321916,search,37
408546,flash_sale,76
4155646,obsessions,71
6588676,Misc,76
1970470,search,90
2828236,saved_search,41
1616222,ymal,98
6602272,flash_sale,37
7149850,search,72
9098842,obsessions,47
3164968,search,8
9333330,obsessions,15
9284848,flash_sale,30
2413496,obsessions,100
8056100,obsessions,73
8547420,flash_sale,53
2137148,saved_search,74
6649048,saved_search,35
5916682,flash_sale,35
5736250,Misc,4
6187352,search,46
6769966,obsessions,4
8995228,browse_search,1
8896096,obsessions,57
9004230,obsessions,51
8772492,saved_search,51
7945592,obsessions,35
1845736,search,70
6896688,search,26
2106702,flash_sale,78
4782242,Misc,79
6118742,obsessions,74
5035222,flash_sale,13
8989450,ymal,76
4105464,obsessions,5
97040,search,98
8601044,flash_sale,77
4959920,ymal,53
9059070,browse_search,79
5452188,obsessions,41
8506266,feeds,73
2543790,obsessions,53
7438400,obsessions,50
7095110,obsessions,98
908154,Misc,39
4395616,flash_sale,57
8296036,browse_search,45
78584,flash_sale,94
9098306,obsessions,11
6649746,search,4
262228,obsessions,2
723720,obsessions,92
1256644,feeds,93
7770436,obsessions,33
4764172,obsessions,2
3969958,search,59
8592574,Misc,31
8878874,search,75
6267596,obsessions,91
1271212,obsessions,63
5283892,flash_sale,1
759962,obsessions,76
9050412,ymal,14
11414,search,71
4182,flash_sale,68
8714772,Misc,67
4451194,saved_search,65
1027982,flash_sale,98
1755750,flash_sale,72
9223054,ymal,37
6956826,search,26
8785716,flash_sale,1
8444188,ymal,72
7958946,obsessions,88
1120038,search,80
7339502,saved_search,85
123336,search,33
7681626,obsessions,96
6416628,saved_search,39
7721206,search,81
8304032,obsessions,79
4489384,Misc,99
9245844,Misc,32
1435250,browse_search,13
389688,flash_sale,87
6071670,obsessions,100
6574894,obsessions,4
712372,obsessions,71
8869962,Misc,24
3404520,search,8
3805520,Misc,50
972770,search,98
6049690,carousel,48
4336900,feeds,43
121908,obsessions,20
6085780,search,85
7834908,obsessions,88
8784922,obsessions,74
8880574,obsessions,19
3774036,saved_search,7
1512622,obsessions,49
8677180,obsessions,22
9130544,obsessions,56
9333650,flash_sale,5
9005918,saved_search,76
8771978,obsessions,17
1823466,search,50
1604050,search,22
6638846,obsessions,64
1144504,saved_search,20
9291710,saved_search,30
9001284,browse_search,93
8744770,search,55
7914072,flash_sale,90
6403788,obsessions,15
7305616,flash_sale,76
4361402,obsessions,90
3364180,search,93
9297396,search,29
7257442,browse_search,89
8831318,obsessions,74
9215938,obsessions,40
6892860,obsessions,51
6043046,flash_sale,63
572578,search,19
9260474,obsessions,30
3557206,search,93
283952,feeds,62
9015048,search,82
5675214,saved_search,85
2600792,search,13
2454346,search,14
8111956,obsessions,87
654462,obsessions,79
2373468,search,51
7363580,obsessions,83
8156734,search,68
5452230,shop_browse_categories,6
8858000,obsessions,52
8945060,flash_sale,4
6877602,obsessions,75
8160196,flash_sale,8
201360,Misc,89
3996316,saved_search,83
8817958,Misc,83
5957518,obsessions,70
1287574,obsessions,27
8868370,flash_sale,66
3374308,obsessions,73
8160944,obsessions,80
8659144,obsessions,7
7598202,search,23
7048482,search,12
8742862,obsessions,17
5680054,feeds,72
6427764,search,86
8432058,obsessions,23
6636170,ymal,56
7636432,obsessions,1
4785268,Misc,76
4929398,search,29
9185760,obsessions,44
2314802,flash_sale,58
8163848,saved_search,70
6836482,obsessions,40
6548690,browse_search,45
9135294,obsessions,60
964202,search,99
1970854,flash_sale,93
5230890,saved_search,44
7298130,search,13
1569398,obsessions,46
6411770,browse_search,31
8925354,search,86
1960916,search,35
8135836,flash_sale,11
2229842,search,63
4515068,obsessions,13
5984870,search,55
8966250,saved_search,50
4881440,search,17
8329174,browse_search,71
9162204,obsessions,50
6928944,obsessions,95
4604146,Misc,98
3365100,saved_search,38
6985380,browse_search,49
9203306,saved_search,21
772412,browse_search,94
8906314,Misc,90
8640192,ymal,56
28878,obsessions,13
3881002,search,98
1492836,ymal,31
7616428,saved_search,4
7211144,saved_search,18
6275972,saved_search,81
8842260,Misc,99
2861208,obsessions,97
6840050,browse_search,11
3739780,ymal,36
6828370,Misc,58
6268622,obsessions,100
8185936,obsessions,15
2977646,obsessions,41
8908272,Misc,68
8869858,saved_search,19
6357066,obsessions,43
2593990,obsessions,101
27192,saved_search,56
9224962,obsessions,24
7111510,ymal,50
9413008,saved_search,6
9286538,obsessions,16
9155254,obsessions,45
2822670,flash_sale,100
5102494,saved_search,87
7354228,flash_sale,87
6545450,ymal,86
4822442,saved_search,49
8033382,Misc,92
6793010,saved_search,4
249174,saved_search,80
306620,obsessions,54
7788460,Misc,76
4762506,obsessions,35
4730000,search,42
865852,flash_sale,39
5539092,flash_sale,47
3883658,obsessions,99
9048946,obsessions,49
248852,ymal,99
2205446,obsessions,34
8300460,Misc,101
7911394,saved_search,11
9089454,obsessions,72
8895680,saved_search,78
7658286,search,41
6181480,obsessions,68
9140272,feeds,12
8652930,Misc,38
9290882,saved_search,28
5982158,search,50
7797252,flash_sale,65
7631272,obsessions,39
8006162,obsessions,76
5583476,obsessions,28
8333286,feeds,85
368596,search,43
8120920,search,22
4740012,flash_sale,96
5494798,saved_search,75
9294044,browse_search,29
7567068,search,21
1518770,browse_search,97
1356218,flash_sale,98
101338,search,17
5755234,search,69
7975806,obsessions,39
6271470,flash_sale,53
6737990,search,67
5446270,flash_sale,80
3198718,saved_search,12
9338640,search,21
9134640,flash_sale,61
8130860,saved_search,56
8981772,obsessions,72
6991144,obsessions,22
392882,flash_sale,56
6446100,obsessions,13
516732,obsessions,22
9059148,obsessions,79
9380126,obsessions,13
7878574,search,69
4866166,search,44
1376172,obsessions,83
883608,search,92
665748,search,94
5767220,search,68
2203014,flash_sale,34
2223952,flash_sale,76
2990754,search,9
7766018,search,26
9429576,search,4
8065774,Misc,13
8002466,search,58
7645996,obsessions,22
6180018,ymal,100
2785718,feeds,5
8732472,flash_sale,37
8126056,obsessions,41
4218484,obsessions,89
5757732,search,76
5644604,flash_sale,27
9226786,search,44
9015176,obsessions,43
9063202,Misc,38
9101166,ymal,66
4596594,obsessions,36
7439094,obsessions,52
9249942,saved_search,35
7790612,obsessions,46
4097626,obsessions,2
7742972,obsessions,89
1896940,flash_sale,55
8752410,obsessions,56
5862842,obsessions,88
6773238,ymal,55
750042,obsessions,53
786080,search,91
9312062,flash_sale,26
2944086,obsessions,67
6067182,obsessions,45
7657424,Misc,20
1084502,obsessions,19
9275824,ymal,17
7679310,obsessions,71
7712056,obsessions,19
103154,search,66
9075652,saved_search,67
7314158,obsessions,81
8124638,Misc,27
7211860,browse_search,25
8774656,flash_sale,46
4499822,search,38
7623212,flash_sale,73
7578288,obsessions,32
9047830,Misc,8
6315294,search,20
907244,ymal,97
9179278,search,37
448434,search,37
1963732,flash_sale,80
9263546,search,35
5523346,saved_search,59
8634726,obsessions,75
2465820,search,89
9228624,flash_sale,34
7118904,search,87
5543744,search,17
4827860,obsessions,76
8991908,obsessions,95
621484,obsessions,62
9081538,ymal,22
6596380,shop_browse_categories,14
3988708,flash_sale,35
5147186,obsessions,48
6351924,obsessions,68
5308330,search,12
9170044,Misc,13
2569298,flash_sale,92
9080156,search,74
1659818,flash_sale,59
4526322,obsessions,98
8341304,obsessions,22
9092028,ymal,44
8850742,obsessions,56
2343062,search,74
3260674,obsessions,79
8981508,search,99
9233060,saved_search,42
6406242,search,27
5540356,search,48
1098848,obsessions,91
5525248,search,40
9352852,flash_sale,7
8570964,search,26
4654108,obsessions,91
1454222,browse_search,77
2717522,flash_sale,50
7563020,obsessions,20
8264070,search,100
7776026,Misc,58
7604566,flash_sale,92
5725120,obsessions,35
6196254,search,16
8153554,ymal,35
8930508,ymal,83
382562,obsessions,89
8180906,obsessions,87
195266,flash_sale,57
1563460,obsessions,26
375982,flash_sale,66
8821070,search,72
1649786,search,99
7099818,obsessions,98
9185100,flash_sale,38
1910768,Misc,87
6681056,obsessions,91
9336350,flash_sale,18
9126578,search,62
879770,obsessions,78
8722124,saved_search,45
492550,shop_browse_categories,10
7049276,flash_sale,57
1177006,search,74
6991130,browse_search,18
1708072,search,31
9031054,saved_search,80
6590532,obsessions,40
8014470,obsessions,59
9195680,ymal,31
6863668,flash_sale,76
7384434,obsessions,66
822526,deeplink,33
378570,search,90
9211770,saved_search,47
3999140,obsessions,9
3243622,search,67
9232492,search,43
6054906,browse_search,95
315214,flash_sale,98
7892900,obsessions,65
6683172,obsessions,26
4927656,search,97
6285112,obsessions,57
9401346,saved_search,7
9009602,obsessions,76
5303140,search,25
9330148,flash_sale,20
9291226,search,16
450474,search,30
3531424,ymal,50
7581382,Misc,52
2304892,ymal,44
1225456,saved_search,3
7386594,search,42
1731326,obsessions,101
7185368,feeds,13
8118064,obsessions,94
6937020,obsessions,38
6006378,search,95
8384084,ymal,37
4527930,ymal,26
1206464,saved_search,39
5712698,search,97
7119986,Misc,29
4430072,search,99
8424492,obsessions,90
8849914,Misc,59
6455874,browse_search,22
7566468,saved_search,51
7743704,carousel,17
6048856,obsessions,71
8124546,obsessions,95
6119622,feeds,77
9093954,shop_browse_categories,9
6971854,flash_sale,98
2336526,obsessions,1
1408740,saved_search,39
8718128,flash_sale,13
8603536,saved_search,78
2631588,saved_search,16
7411698,obsessions,18
4354720,flash_sale,88
1272512,search,77
787738,search,71
7121972,obsessions,20
8894968,browse_search,89
8143678,search,46
1120270,saved_search,73
3671660,deeplink,28
9202216,search,48
9038720,flash_sale,65
8605088,obsessions,72
4366440,obsessions,100
6823366,saved_search,61
9142580,flash_sale,55
1858454,obsessions,52
8053422,browse_search,46
4345776,obsessions,35
8423216,flash_sale,93
6294050,flash_sale,40
5290004,obsessions,11
415264,shop_browse_categories,20
9390970,saved_search,11
5321164,ymal,19
8373172,search,70
1484256,obsessions,56
9120350,search,63
8914906,Misc,52
8698098,flash_sale,78
6485536,search,36
338196,obsessions,100
9412734,flash_sale,7
6310360,browse_search,16
7256078,obsessions,77
7562708,obsessions,87
8178622,obsessions,3
8403812,search,15
2115300,browse_search,74
8304544,search,15
1729086,feeds,1
1147344,browse_search,30
8167024,obsessions,4
3561896,obsessions,90
8466322,flash_sale,89
1071362,search,57
1113834,saved_search,20
718520,obsessions,41
9351342,obsessions,18
4304544,flash_sale,76
1124282,flash_sale,81
7055894,search,6
8623024,obsessions,98
9045524,saved_search,77
8368172,search,10
8849334,obsessions,90
903748,search,82
6186426,obsessions,30
7397076,flash_sale,66
8981910,obsessions,83
3327200,flash_sale,56
8672174,saved_search,70
8892424,Misc,69
5834450,search,81
5165846,Misc,93
3158786,browse_search,41
8196594,Misc,96
7285988,saved_search,47
3627222,obsessions,100
7733476,obsessions,47
8903760,obsessions,64
8712340,search,60
9067048,obsessions,77
6693458,search,49
1513522,search,40
6951394,saved_search,76
1423656,search,83
7427872,saved_search,20
7483916,obsessions,74
9103558,saved_search,7
6741606,obsessions,34
9332332,obsessions,9
609304,flash_sale,91
4394846,obsessions,70
9108590,search,66
2981300,search,93
9068936,flash_sale,76
7912812,search,55
6548488,search,78
9158298,flash_sale,55
9278770,search,26
6357282,browse_search,100
399060,search,79
9124276,search,20
7224226,Misc,22
1555664,flash_sale,64
8664820,obsessions,64
1471146,obsessions,14
8574062,search,51
8550984,search,31
5843440,search,56
6975288,search,65
8757432,browse_search,19
5138784,browse_search,76
4764630,search,101
3177290,saved_search,13
9185266,obsessions,45
4549218,obsessions,89
528698,flash_sale,51
1617678,search,78
9162784,obsessions,19
8275688,search,20
7090314,obsessions,50
1310866,saved_search,52
2316436,obsessions,51
8402122,search,83
4667792,search,40
8707980,obsessions,48
7170084,flash_sale,3
6816716,flash_sale,92
7258146,saved_search,28
8940874,flash_sale,87
9042440,search,32
6320678,obsessions,14
7690910,browse_search,50
9049104,search,77
1264542,search,26
7211568,search,52
9056774,obsessions,56
3513586,flash_sale,80
2388164,flash_sale,73
930588,saved_search,19
7766032,Misc,76
2569468,obsessions,92
9071972,obsessions,66
420908,obsessions,41
1256644,Misc,67
9085438,obsessions,73
8730192,obsessions,43
4732722,obsessions,13
8945520,ymal,45
4499678,saved_search,8
821464,search,71
8729454,search,8
6560472,obsessions,54
8469182,search,19
8278212,obsessions,91
1623132,Misc,41
1550228,Misc,94
9133078,saved_search,27
9413396,shop_browse_categories,6
3167904,obsessions,99
549210,obsessions,43
5549370,obsessions,67
9143602,search,59
446650,obsessions,91
8421028,obsessions,48
7985290,flash_sale,87
8120290,search,36
4022224,search,30
479114,search,96
5306450,flash_sale,74
180154,search,45
9089312,saved_search,46
6824530,obsessions,63
1299070,search,73
7632610,obsessions,74
9217524,flash_sale,12
6047562,search,75
6280712,flash_sale,68
7253384,search,89
7652216,obsessions,80
8489218,obsessions,50
3652350,flash_sale,32
947928,Misc,10
1205508,obsessions,43
1998744,flash_sale,9
2673112,obsessions,101
8897458,obsessions,79
9357044,Misc,9
1549954,Misc,9
8341298,saved_search,4
6836574,search,78
1712848,search,91
131578,Misc,76
9194890,Misc,49
2439548,obsessions,99
9077744,obsessions,75
9091744,obsessions,69
9076366,obsessions,75
8479318,saved_search,79
8421072,search,27
9176072,ymal,24
9438192,search,2
7008726,search,45
3667176,flash_sale,70
350354,obsessions,79
4327796,search,81
6202270,search,100
1823712,search,10
4823110,obsessions,98
5511170,flash_sale,5
8910114,obsessions,66
2254664,saved_search,18
6977866,saved_search,59
8708412,search,89
9337314,obsessions,14
7793098,flash_sale,98
6346780,search,76
5923496,search,53
22648,carousel,24
9023482,search,26
376204,flash_sale,90
2941400,browse_search,97
6346786,feeds,47
1209508,obsessions,60
8978408,search,24
1126706,search,56
2907676,Misc,8
1606358,flash_sale,87
7742520,obsessions,86
8936906,flash_sale,30
4939494,flash_sale,96
9226600,saved_search,25
4424554,obsessions,79
1801798,obsessions,8
6137730,deeplink,55
9189496,flash_sale,39
6994618,Misc,19
7854946,Misc,32
8269126,feeds,5
9390256,obsessions,11
9163822,search,53
9260862,obsessions,36
6079736,flash_sale,1
9114406,obsessions,66
8752904,obsessions,50
7390698,obsessions,46
8358456,obsessions,22
8978638,obsessions,13
8591370,saved_search,73
4065234,search,6
8945738,flash_sale,24
4276652,obsessions,12
8514822,ymal,87
9280394,feeds,23
1541558,search,53
8650004,search,23
1396800,obsessions,50
8286746,obsessions,92
4163754,obsessions,13
4095778,search,41
8898202,saved_search,20
9257568,ymal,8
8896046,obsessions,85
9079774,obsessions,70
1397934,search,67
8304624,obsessions,98
4492684,search,100
8273582,search,31
2668328,flash_sale,26
8878786,saved_search,73
8867286,shop_browse_categories,5
5824758,saved_search,36
7834790,saved_search,33
8815776,obsessions,54
6007274,search,65
2008858,search,59
9150902,flash_sale,57
996358,flash_sale,13
368738,flash_sale,100
9269188,obsessions,34
8445008,Misc,99
2834758,flash_sale,97
939872,obsessions,37
9261072,browse_search,36
8869650,Misc,15
9292874,obsessions,26
6776120,search,66
1455164,Misc,76
1165616,search,81
2101392,obsessions,35
9290700,flash_sale,8
6664472,flash_sale,86
503316,obsessions,26
5696466,carousel,22
8946852,obsessions,98
276860,saved_search,48
9162466,ymal,24
9018054,ymal,89
7510906,Misc,72
1547182,obsessions,71
9364894,flash_sale,9
8656034,obsessions,61
7856192,obsessions,24
9052226,search,80
7129260,saved_search,21
7784730,search,31
9108158,obsessions,62
9112708,carousel,32
257950,search,41
7693246,ymal,59
8931708,browse_search,97
1001576,search,54
7008930,flash_sale,78
7794204,saved_search,66
8011568,flash_sale,72
8157844,obsessions,90
1893852,flash_sale,91
8742694,flash_sale,72
8443626,obsessions,85
1591842,obsessions,12
7410418,obsessions,82
8797356,obsessions,94
1063130,flash_sale,29
978236,saved_search,22
4944752,Misc,30
8231294,browse_search,35
4566500,saved_search,33
9241444,ymal,40
825708,saved_search,6
8292314,feeds,74
8674748,search,75
9242702,obsessions,22
217432,feeds,13
7455066,search,77
1403454,search,48
7610940,ymal,87
8931490,obsessions,80
8436046,Misc,31
9268232,browse_search,34
8437836,search,89
7916288,flash_sale,76
6975380,saved_search,66
9262200,obsessions,23
8135926,obsessions,84
6075018,Misc,90
6665320,obsessions,62
8974728,obsessions,22
9226162,browse_search,9
2553298,Misc,13
8338900,flash_sale,69
9027358,obsessions,75
9081794,flash_sale,28
1683190,search,88
5599654,Misc,61
7044262,ymal,77
7894826,obsessions,5
9209166,saved_search,44
657188,search,72
1702566,obsessions,41
6494086,obsessions,76
6574742,search,41
9309516,search,21
7042452,search,83
7502054,obsessions,8
8736370,obsessions,94
7374244,saved_search,29
6025408,flash_sale,32
7989150,browse_search,82
9126744,obsessions,32
1820204,obsessions,68
85190,search,63
9145570,search,55
4010110,obsessions,99
8719120,ymal,88
3675690,saved_search,28
8387230,search,18
7290870,flash_sale,69
6745940,obsessions,100
8177464,obsessions,60
8751212,search,83
8290170,obsessions,22
2784370,search,25
1745490,search,28
9130530,search,57
4931472,search,101
7440146,obsessions,48
757782,flash_sale,14
9402442,obsessions,8
5443028,Misc,52
6167032,Misc,32
6188044,deeplink,78
8355180,flash_sale,91
2465820,saved_search,56
9387820,browse_search,11
6597054,search,12
4549194,search,17
8457778,search,36
4452228,search,37
1549050,ymal,13
6545450,feeds,81
7438592,search,10
851560,Misc,88
4960358,obsessions,19
8214442,flash_sale,41
6324324,obsessions,87
6218402,Misc,97
6471926,Misc,2
7111510,feeds,82
3129262,obsessions,34
2373358,obsessions,7
6689838,obsessions,74
8717174,browse_search,90
1029454,flash_sale,85
6395218,saved_search,3
8820572,search,15
1302430,obsessions,11
9075652,search,17
6626174,obsessions,100
970530,browse_search,40
2907314,search,100
7055588,search,42
6376596,search,101
7431812,flash_sale,99
6690276,Misc,30
8117078,obsessions,85
7519288,obsessions,34
2456908,obsessions,62
6687306,Misc,100
8515376,search,54
8856116,Misc,87
4600074,obsessions,98
9147904,flash_sale,58
8845718,search,21
9168008,obsessions,46
6857432,search,22
2548782,obsessions,89
8111176,flash_sale,64
1626962,Misc,15
6421316,flash_sale,8
7699826,Misc,41
7058046,obsessions,96
7694636,obsessions,53
6746046,saved_search,83
1451484,flash_sale,65
3896058,obsessions,51
9166886,search,53
846564,search,9
4260514,browse_search,5
9142688,Misc,38
8625272,Misc,2
8828296,browse_search,28
7833048,Misc,19
2226230,Misc,68
3447544,obsessions,4
8746882,search,39
738666,flash_sale,71
8872536,search,101
5898864,obsessions,97
7782730,obsessions,92
3881996,saved_search,72
8264070,saved_search,48
698450,search,66
8657530,obsessions,81
9422808,saved_search,4
8954724,search,38
1561504,Misc,87
5540356,saved_search,8
1337902,saved_search,71
6429544,obsessions,81
8893990,obsessions,83
7662324,obsessions,66
6756580,obsessions,9
7860204,Misc,19
9080156,saved_search,74
7104158,obsessions,12
7983530,search,46
5179352,obsessions,95
9108220,obsessions,62
2000936,flash_sale,80
6688102,obsessions,12
4052788,obsessions,91
8813972,flash_sale,28
9298444,ymal,13
6769638,obsessions,84
3997728,ymal,87
9135152,search,58
8390440,obsessions,57
8620486,obsessions,50
8062380,flash_sale,37
2809160,Misc,92
7045708,obsessions,79
8692644,obsessions,55
8809642,obsessions,95
5433360,flash_sale,92
1396532,search,100
9130006,ymal,26
8341620,obsessions,25
335374,saved_search,22
1159166,obsessions,48
1206464,search,58
5712698,saved_search,7
9004782,saved_search,58
400382,obsessions,99
8172414,obsessions,101
3826148,obsessions,87
1225456,search,28
7880772,search,2
8105462,obsessions,53
7937544,obsessions,41
6174598,obsessions,27
9291226,saved_search,9
2669802,obsessions,66
9099696,flash_sale,13
7659684,saved_search,84
4577998,saved_search,85
7002628,shop_browse_categories,6
6646870,browse_search,94
9360372,obsessions,5
6237302,ymal,43
8768246,obsessions,25
3039144,search,33
9148660,search,56
7245000,obsessions,101
1828196,search,100
1861392,search,92
1674464,flash_sale,63
7409218,Misc,94
2623828,obsessions,101
28960,saved_search,14
1359364,ymal,66
9256308,Misc,4
8643186,ymal,57
8854584,browse_search,97
9298546,obsessions,7
3072676,Misc,27
616682,obsessions,77
1480194,search,79
8664982,obsessions,65
8695966,browse_search,49
8988638,search,97
795014,flash_sale,91
4148018,search,33
9356022,browse_search,11
1939490,flash_sale,26
2210884,Misc,41
7470604,search,23
9206530,obsessions,3
7862954,obsessions,28
2194890,flash_sale,85
5603236,search,88
1985682,obsessions,95
613054,obsessions,38
6146656,obsessions,58
8672168,browse_search,19
8696428,flash_sale,35
5432996,obsessions,56
8371454,obsessions,6
8152844,search,77
5653662,obsessions,100
8372702,saved_search,58
1994282,flash_sale,38
6535120,obsessions,57
3013424,ymal,69
8143678,saved_search,74
8375794,flash_sale,37
6640708,flash_sale,83
9128640,obsessions,28
9309822,search,15
2631588,search,16
8603536,search,79
1408740,search,70
8623726,Misc,78
6158144,obsessions,56
8339376,saved_search,43
9120292,feeds,35
477850,obsessions,18
8577526,search,65
8760190,obsessions,48
8441166,ymal,86
8160912,feeds,32
9240794,obsessions,40
3661534,search,100
8784796,browse_search,90
5675214,search,78
4441714,flash_sale,72
3834330,ymal,50
9207656,obsessions,18
3557206,saved_search,45
6301492,obsessions,52
7428320,obsessions,63
865714,flash_sale,13
8514200,flash_sale,70
7943602,browse_search,94
5849408,flash_sale,1
572578,saved_search,83
8370652,ymal,99
9073844,obsessions,69
9248366,obsessions,15
8106802,search,82
8436106,obsessions,89
8788760,flash_sale,95
696124,obsessions,41
9381864,flash_sale,10
6845116,saved_search,84
8028084,obsessions,47
4233086,saved_search,9
8888848,ymal,100
9291710,search,30
7692210,obsessions,48
7142848,obsessions,62
7682294,obsessions,100
1116598,flash_sale,3
8858810,search,23
9030676,obsessions,87
9206686,ymal,28
6022660,Misc,71
8598030,search,88
1717250,search,45
7085092,obsessions,39
6735174,flash_sale,85
3774036,search,64
1178066,search,44
6102896,obsessions,9
8930892,obsessions,66
9276902,flash_sale,32
7120804,obsessions,88
3881002,saved_search,78
7227270,flash_sale,86
6418620,search,56
3656820,Misc,96
4937276,search,33
1821030,browse_search,13
3365100,search,56
8408232,obsessions,72
9033504,search,79
958448,obsessions,15
8523254,obsessions,12
6301214,Misc,51
8966250,search,86
5984870,saved_search,39
8925354,saved_search,74
4265200,obsessions,39
9152030,obsessions,39
1336072,obsessions,65
2419334,obsessions,22
6341584,Misc,51
8731116,search,101
6626054,obsessions,9
401294,obsessions,76
9044286,Misc,8
6427764,saved_search,66
6509476,search,9
7850880,obsessions,41
7908750,obsessions,81
5954374,obsessions,33
3151600,ymal,75
9045474,obsessions,57
7915040,search,20
4803510,search,43
6056346,obsessions,100
2818802,flash_sale,93
8452434,Misc,100
3795364,obsessions,58
3996316,search,96
8686218,saved_search,30
7699804,obsessions,80
7108078,obsessions,90
1270338,obsessions,99
1314602,search,34
368596,saved_search,44
1435334,saved_search,52
5648654,ymal,84
6136506,search,37
7169986,saved_search,79
1308492,flash_sale,76
5985716,ymal,11
8586350,search,16
8108124,flash_sale,6
8389900,ymal,39
7911394,search,84
4333962,obsessions,79
3883564,ymal,62
6512528,search,93
9285006,search,30
3030534,flash_sale,79
8193982,search,2
8010618,obsessions,68
9194584,obsessions,7
9129134,obsessions,10
3368274,Misc,42
5102494,search,99
128878,Misc,72
5842850,obsessions,88
3946212,obsessions,97
241388,obsessions,53
21768,flash_sale,8
6002178,flash_sale,36
8855702,saved_search,49
9291292,deeplink,23
27192,search,56
7436644,flash_sale,97
2597618,flash_sale,101
9257834,obsessions,27
8869858,search,53
9290038,Misc,20
442254,obsessions,90
8583892,search,70
8206170,Misc,81
4563008,obsessions,62
9355812,Misc,8
8094944,obsessions,73
3494836,obsessions,23
7519460,obsessions,98
8995708,obsessions,92
7211144,search,41
9310348,search,17
3472030,saved_search,77
5409260,search,75
657230,search,18
6821300,obsessions,22
7949274,obsessions,44
7860158,Misc,9
9266386,search,30
9274344,obsessions,29
9249942,search,19
5261096,obsessions,96
8634854,feeds,101
9260642,browse_search,7
3627610,Misc,62
7755386,obsessions,39
6966122,saved_search,58
485676,flash_sale,41
6363812,obsessions,41
8965726,flash_sale,100
8585864,flash_sale,98
8696604,ymal,3
3185340,flash_sale,37
8241810,flash_sale,38
2054540,search,96
2192158,flash_sale,24
6781830,saved_search,43
8979242,obsessions,96
8573528,obsessions,9
9364446,flash_sale,13
7867132,obsessions,36
8438996,obsessions,13
3930028,obsessions,54
7766018,saved_search,26
665748,saved_search,31
2660814,search,74
8468608,obsessions,46
8916548,Misc,41
7308666,flash_sale,15
2100854,browse_search,30
7689866,browse_search,16
8265428,obsessions,46
3666454,flash_sale,76
7873574,obsessions,80
2379744,search,25
8678206,obsessions,98
6655434,search,13
6737990,saved_search,69
3513118,Misc,52
8895424,search,66
5755234,saved_search,64
9419074,search,6
8852482,obsessions,37
7567068,saved_search,72
1370698,carousel,31
1103266,search,22
505618,search,88
8040012,obsessions,41
8918802,search,8
1084538,search,92
7067742,ymal,86
4959920,Misc,79
5389954,flash_sale,67
1315224,flash_sale,96
1866008,obsessions,42
8800464,obsessions,35
5235820,saved_search,14
8043142,search,87
2396050,search,64
7862318,obsessions,30
7760862,obsessions,50
2634962,flash_sale,85
9088042,saved_search,65
3538488,flash_sale,97
3070296,search,3
6636912,saved_search,37
8697164,ymal,100
6204246,Misc,13
1711160,obsessions,23
6270004,ymal,75
7160416,obsessions,68
716148,flash_sale,74
3072006,flash_sale,92
9030090,search,87
7221310,Misc,68
7895930,Misc,8
5828580,obsessions,75
8535268,saved_search,49
9223054,Misc,38
8496004,obsessions,61
409030,obsessions,84
8892348,obsessions,32
6952820,browse_search,95
315748,search,70
6090498,Misc,68
5658952,flash_sale,12
8377118,search,101
4324374,obsessions,15
7889928,saved_search,40
8365462,obsessions,15
7694176,search,7
8080022,flash_sale,29
8191508,browse_search,65
2038910,flash_sale,50
8295716,flash_sale,8
28078,obsessions,97
8064684,Misc,94
4808660,obsessions,86
7118828,ymal,15
1745330,obsessions,88
9317602,flash_sale,5
8060708,flash_sale,73
5499186,flash_sale,5
1267302,obsessions,100
4412146,flash_sale,100
2197916,obsessions,30
8204886,search,79
7834790,search,88
8996036,search,94
9299116,browse_search,28
8899536,search,98
8192874,obsessions,92
1616222,Misc,34
8878786,search,82
8426802,obsessions,53
6735682,obsessions,28
7719940,Misc,95
4492684,saved_search,73
1397934,saved_search,15
1202636,search,8
4683176,obsessions,80
4316446,obsessions,92
8898202,search,8
9176072,feeds,14
6474862,ymal,71
8763296,flash_sale,60
975900,flash_sale,90
2005638,browse_search,58
3539836,obsessions,17
525810,obsessions,95
8901872,search,25
8937752,saved_search,17
8234008,obsessions,77
6096896,obsessions,22
204602,flash_sale,22
5594912,obsessions,97
3000460,obsessions,41
1040642,obsessions,71
8989450,Misc,51
2925634,obsessions,85
110794,Misc,54
7861286,obsessions,2
4065234,saved_search,6
157168,flash_sale,61
1343174,obsessions,98
825708,search,93
3140726,ymal,79
9266374,browse_search,33
6875380,obsessions,12
9333990,obsessions,2
7503276,Misc,82
8846188,flash_sale,83
9304422,obsessions,22
6838786,search,100
3139858,obsessions,41
9084964,obsessions,17
8069878,obsessions,75
8383664,search,74
9144402,search,56
7794204,search,72
8977280,obsessions,93
8531760,search,2
8478938,obsessions,40
4854024,search,41
4837524,flash_sale,51
7784730,saved_search,22
3826166,saved_search,2
9336574,flash_sale,16
5596758,obsessions,76
6578594,obsessions,8
2095812,search,4
3895322,obsessions,99
5487028,search,34
8053430,saved_search,3
276860,search,68
9348526,browse_search,19
7858306,obsessions,16
6655058,obsessions,30
5854712,search,48
4636106,ymal,1
8205122,obsessions,101
